uid,ciqual_code,name,name_core,name_tags,main_group,sub_group,sub_sub_group,kcal_sanitized,kcal_calc_ml,energy_flag_ml,protein_g_100g_ml,carbohydrate_g_100g_ml,fat_g_100g_ml,sugars_g_100g_ml,fibres_g_100g_ml,salt_g_100g_ml,alcohol_g_100g_ml,water_g_100g_ml,macro_tags
blended-fat-vegetable-and-animal-origins-spreadable-30-40-fat-lightly-salted_16746,16746,"Blended fat (vegetable and animal origins), spreadable, 30-40% fat, lightly salted","Blended fat, spreadable, 30-40% fat, lightly salted",vegetable_and_animal_origins,fats and oils,margarines,,370,370.4,0,1.5,5.6,38,2.5,0,1.75,0,,protein_low;carb_moderate;fat_high
cod-liver-oil_17630,17630,Cod liver oil,Cod liver oil,,fats and oils,fish oils,,900,900,0,0,0,100,0,0,0,0,0,protein_low;carb_low;fat_high
sardine-oil_17640,17640,Sardine oil,Sardine oil,,fats and oils,fish oils,,900,900,0,0,0,100,0,0,0,0,0,protein_low;carb_low;fat_high
salmon-oil_17645,17645,Salmon oil,Salmon oil,,fats and oils,fish oils,,900,900,0,0,0,100,0,0,0,0,0,protein_low;carb_low;fat_high
herring-oil_17650,17650,Herring oil,Herring oil,,fats and oils,fish oils,,900,900,0,0,0,100,0,0,0,0,0,protein_low;carb_low;fat_high
lard-or-pork-fat_16520,16520,Lard or pork fat,Lard or pork fat,,fats and oils,other fats,,896,895.5,0,0,0,99.5,0,0,0.005,0,1,protein_low;carb_low;fat_high
pork-fat-raw_16530,16530,"Pork fat, raw","Pork fat, raw",,fats and oils,other fats,,810,810,0,2.92,0,88.7,0,0,0.028,0,7.69,protein_low;carb_low;fat_high
chicken-fat_16540,16540,Chicken fat,Chicken fat,,fats and oils,other fats,,898,898.2,0,0,0,99.8,0,0,0,0,0.2,protein_low;carb_low;fat_high
duck-fat_16550,16550,Duck fat,Duck fat,,fats and oils,other fats,,898,898.2,0,0,0,99.8,0,0,0,0,0.2,protein_low;carb_low;fat_high
goose-fat_16560,16560,Goose fat,Goose fat,,fats and oils,other fats,,898,898.2,0,0,0,99.8,0,0,0,0,0.2,protein_low;carb_low;fat_high
turkey-fat_16570,16570,Turkey fat,Turkey fat,,fats and oils,other fats,,898,898.2,0,0,0,99.8,0,0,0,0,0.2,protein_low;carb_low;fat_high
paraffin-oil_17999,17999,Paraffin oil,Paraffin oil,,fats and oils,other fats,,0,0,0,0,0,0,0,0,0,0,0,protein_low;carb_low;fat_low
sauce-average_11184,11184,Sauce (average),Sauce,note:average,miscellaneous,sauces,,260.7,260.7,0,1.3,6.04,25.7,4.57,0.87,2.14,0.001,63,protein_low;carb_moderate;fat_high
ketchup-prepacked_11008,11008,"Ketchup, prepacked",Ketchup,prepacked,miscellaneous,sauces,condiment sauces,99,92.4,0,1.27,21.4,0.19,20.8,1.15,2.59,0,71.1,protein_low;carb_high;fat_low
tartare-sauce-prepacked_11051,11051,"Tartare sauce, prepacked",Tartare sauce,prepacked,miscellaneous,sauces,condiment sauces,517.4,517.4,0,0.99,4.6,55,3.11,0.47,1.94,0,37.1,protein_low;carb_low;fat_high
mayonnaise-70-fat-and-more-prepacked_11054,11054,"Mayonnaise (70% fat and more), prepacked",Mayonnaise,70_fat_and_more;prepacked,miscellaneous,sauces,condiment sauces,692.7,692.7,0,1.36,2.62,75.2,1.03,0.32,1.39,0,18.1,protein_low;carb_low;fat_high
ketchup-reduced-sugar-prepacked_11073,11073,"Ketchup, reduced sugar, prepacked","Ketchup, reduced sugar",prepacked,miscellaneous,sauces,condiment sauces,64.2,64.2,0,1.21,14.6,0.11,9.83,1.29,2.51,0,,protein_low;carb_moderate;fat_low
mayonnaise-reduced-fat-or-light-mayonnaise-prepacked_11079,11079,"Mayonnaise, reduced fat or light mayonnaise, prepacked","Mayonnaise, reduced fat or light mayonnaise",prepacked,miscellaneous,sauces,condiment sauces,308.7,308.7,0,0.93,8.98,29.9,4.91,0.23,2.37,0,60.1,protein_low;carb_moderate;fat_high
barbecue-sauce-prepacked_11100,11100,"Barbecue sauce, prepacked",Barbecue sauce,prepacked,miscellaneous,sauces,condiment sauces,136,128.8,0,0.56,30.3,0.6,27.5,1.2,1.77,0,63.4,protein_low;carb_high;fat_low
soy-sauce-prepacked_11104,11104,"Soy sauce, prepacked",Soy sauce,prepacked,miscellaneous,sauces,condiment sauces,45.5,43.8,0,7.08,3.64,0.1,1.32,0.86,18.6,0,68.9,protein_moderate;carb_low;fat_low
salad-dressing-olive-oil-and-vinegar-50-75-fat-prepacked_11108,11108,"Salad dressing, olive oil and vinegar (50-75% fat), prepacked","Salad dressing, olive oil and vinegar",50_75_fat;prepacked,miscellaneous,sauces,condiment sauces,495.5,495.5,0,0.53,4.54,52.8,3.66,0.32,2.41,0,35.1,protein_low;carb_low;fat_high
salad-dressing-reduced-fat-25-50-of-oil-prepacked_11109,11109,"Salad dressing, reduced fat (25-50% of oil), prepacked","Salad dressing, reduced fat",25_50_of_oil;prepacked,miscellaneous,sauces,condiment sauces,248.4,248.4,0,0.3,2.39,26.4,1.73,0.5,1.9,0,67.3,protein_low;carb_low;fat_high
salad-dressing-50-75-of-oil-prepacked_11110,11110,"Salad dressing, (50-75% of oil), prepacked","Salad dressing,",50_75_of_oil;prepacked,miscellaneous,sauces,condiment sauces,492,492,0,0.54,4.56,52.4,2.9,0.34,2.57,0,40.4,protein_low;carb_low;fat_high
harissa-hot-spicy-sauce-prepacked_11112,11112,"Harissa (hot spicy sauce), prepacked",Harissa,hot_spicy_sauce;prepacked,miscellaneous,sauces,condiment sauces,66.2,66.2,0,2.72,7.3,2.9,,5.1,2.81,0,77.9,protein_low;carb_moderate;fat_low
burgundy-style-sauce-prepacked_11120,11120,"Burgundy-style sauce, prepacked",Burgundy-style sauce,style:burgundy;prepacked,miscellaneous,sauces,condiment sauces,431.5,431.5,0,1.25,7.85,43.9,5.23,0.52,2.71,0,46.3,protein_low;carb_moderate;fat_high
mustard-sauce-prepacked_11157,11157,Mustard sauce prepacked,Mustard sauce prepacked,prepacked,miscellaneous,sauces,condiment sauces,225,225,0,1.66,3.3,22.8,0.92,2,2.35,0,65.4,protein_low;carb_low;fat_high
yogurt-sauce_11166,11166,Yogurt sauce,Yogurt sauce,,miscellaneous,sauces,condiment sauces,96.9,96.9,0,3.64,5.04,6.91,4.37,0.8,1.28,0,80.1,carb_moderate;fat_moderate
american-style-sauce-prepacked_11167,11167,"American-style sauce, prepacked",American-style sauce,style:american;prepacked,miscellaneous,sauces,condiment sauces,419.8,419.8,0,1.42,9.48,41.8,5.1,0.2,2.94,0,45.7,protein_low;carb_moderate;fat_high
aioli-sauce-garlic-and-olive-oil-mayonnaise-prepacked_11168,11168,"Aioli sauce (garlic and olive oil mayonnaise), prepacked",Aioli sauce,garlic_and_olive_oil_mayonnaise;prepacked,miscellaneous,sauces,condiment sauces,392.3,392.3,0,1.13,4.7,41,3.14,0.42,1.85,0,,protein_low;carb_low;fat_high
salad-dressing-prepacked_11187,11187,"Salad dressing, prepacked",Salad dressing,prepacked,miscellaneous,sauces,condiment sauces,302.7,302.7,0,0.86,5.3,30.9,4.06,0.35,2.4,0,61.8,protein_low;carb_moderate;fat_high
nuoc-mam-sauce-or-fish-sauce-prepacked_11194,11194,"Nuoc mam sauce or fish sauce, prepacked",Nuoc mam sauce or fish sauce,prepacked,miscellaneous,sauces,condiment sauces,81.2,80.8,0,9.3,10.9,0,8.34,0.2,22.2,0,,protein_moderate;carb_moderate;fat_low
burger-sauce-prepacked_11196,11196,"Burger sauce, prepacked",Burger sauce,prepacked,miscellaneous,sauces,condiment sauces,361.6,361.6,0,1.06,13.3,33.8,10.3,0.48,2.13,0,,protein_low;carb_moderate;fat_high
salad-dressing-reduced-fat-prepacked_11198,11198,"Salad dressing, reduced fat, prepacked","Salad dressing, reduced fat",prepacked,miscellaneous,sauces,condiment sauces,160.8,160.8,0,0.76,7.26,14.3,5.1,0.5,2.57,0,71.4,protein_low;carb_moderate;fat_high
kebab-sauce-prepacked_11203,11203,"Kebab sauce, prepacked",Kebab sauce,prepacked,miscellaneous,sauces,condiment sauces,289.4,289.4,0,1.1,9.15,27.6,4.6,0.1,1.5,0,61.2,protein_low;carb_moderate;fat_high
mayonnaise-flavoured-with-garlic-chilli-pepper-and-fish-broth-prepacked_11205,11205,"Mayonnaise flavoured with garlic, chilli pepper and fish broth, prepacked","Mayonnaise flavoured with garlic, chilli pepper and fish broth",with_garlic;prepacked,miscellaneous,sauces,condiment sauces,381,381,0,1.1,1,41.4,,0,1.18,0,,protein_low;carb_low;fat_high
sauce-pepper-condiment-dip-prepacked_11212,11212,"Sauce, pepper, condiment, dip, prepacked","Sauce, pepper, condiment, dip",prepacked,miscellaneous,sauces,condiment sauces,469.7,469.7,0,0.69,5.8,49.3,5.19,0.3,2.31,0,40.8,protein_low;carb_moderate;fat_high
sauce-cold-average_11213,11213,"Sauce, cold (average)","Sauce, cold",note:average,miscellaneous,sauces,condiment sauces,310.8,310.8,0,0.86,5.73,31.6,4.81,0.61,2.45,0,57.5,protein_low;carb_moderate;fat_high
tomato-caviar-a-seasonned-tomato-puree_11215,11215,Tomato caviar (a seasonned tomato puree),Tomato caviar,a_seasonned_tomato_puree,miscellaneous,sauces,condiment sauces,218,208.8,0,2.19,6.8,19.2,6.5,3.5,2.09,0,64.3,protein_low;carb_moderate;fat_high
soy-sauce-with-sugar-prepacked_11216,11216,"Soy sauce, with sugar, prepacked",Soy sauce,with_sugar;prepacked,miscellaneous,sauces,condiment sauces,14.2,,0,2.88,,0.3,39.5,,6.9,0,42.1,protein_low;fat_low
sauce-for-fried-spring-rolls-nuoc-mam-based_11217,11217,"Sauce for fried spring rolls, nuoc mam based","Sauce for fried spring rolls, nuoc mam based",,miscellaneous,sauces,condiment sauces,135,133,0,1.38,31.2,0.3,30.9,0.05,4.29,0,62.4,protein_low;carb_high;fat_low
sauce-veggie-bolognese-type_11219,11219,"Sauce, veggie, bolognese-type","Sauce, veggie, bolognese-type",,miscellaneous,sauces,condiment sauces,68,61.4,0,3.56,5.05,3,5.05,2.46,0.77,0,83.7,carb_moderate
teriyaki-sauce-prepacked_11301,11301,"Teriyaki sauce, prepacked",Teriyaki sauce,prepacked,miscellaneous,sauces,condiment sauces,88.8,88.8,0,3.82,16,1.06,13.2,0.1,6.13,0,67.7,carb_high;fat_low
tzatziki-from-yogurt-prepacked_19863,19863,"Tzatziki, from yogurt, prepacked","Tzatziki, from yogurt",prepacked,miscellaneous,sauces,condiment sauces,138.1,138.1,0,6.19,3.8,10.9,2.7,,0.88,0,77.8,protein_moderate;carb_low;fat_high
tzatziki-from-quark-prepacked_19864,19864,"Tzatziki, from quark, prepacked","Tzatziki, from quark",prepacked,miscellaneous,sauces,condiment sauces,140.5,140.5,0,6.87,3.28,11.1,2.35,1.15,0.9,0,79.1,protein_moderate;carb_low;fat_high
guacamole-prepacked_25620,25620,"Guacamole, prepacked",Guacamole,prepacked,miscellaneous,sauces,condiment sauces,180.6,180.6,0,2.18,5.85,16.5,2.65,5.65,1.38,0,70.7,protein_low;carb_moderate;fat_high
hummus-prepacked_25621,25621,"Hummus, prepacked",Hummus,prepacked,miscellaneous,sauces,condiment sauces,276.3,276.3,0,8.2,7.1,23.9,1.38,5.98,1.19,0,51.8,protein_moderate;carb_moderate;fat_high
aubergine-caviar-prepacked_25624,25624,"Aubergine caviar, prepacked",Aubergine caviar,prepacked,miscellaneous,sauces,condiment sauces,209,209,0,0.71,4.3,21,1.85,2.93,1.36,0,60.5,protein_low;carb_low;fat_high
bechamel-sauce-prepacked_11101,11101,"Bechamel sauce, prepacked",Bechamel sauce,prepacked,miscellaneous,sauces,warm sauces,101.6,101.6,0,2.56,6.2,7.4,3.1,1.3,0.69,0,81.3,protein_low;carb_moderate;fat_moderate
bearnaise-sauce-prepacked_11102,11102,"Bearnaise sauce, prepacked",Bearnaise sauce,prepacked,miscellaneous,sauces,warm sauces,450.9,450.9,0,0.88,4.52,47.7,2.3,0.48,1.95,0,43.6,protein_low;carb_low;fat_high
hollandaise-sauce-prepacked_11105,11105,"Hollandaise sauce, prepacked",Hollandaise sauce,prepacked,miscellaneous,sauces,warm sauces,201.3,201.3,0,1.19,4.58,19.8,0.7,0.5,1.19,0,72.5,protein_low;carb_low;fat_high
tomato-sauce-with-onions-prepacked_11107,11107,"Tomato sauce, with onions, prepacked",Tomato sauce,with_onions;prepacked,miscellaneous,sauces,warm sauces,74.5,74.5,0,1.52,7.69,4.18,5.44,2.17,1.17,0,84.7,protein_low;carb_moderate
armorican-style-sauce-prepacked_11111,11111,"Armorican-style sauce, prepacked",Armorican-style sauce,style:armorican;prepacked,miscellaneous,sauces,warm sauces,83.6,83.6,0,2.1,3.95,6.6,0.73,,1.3,0,86.2,protein_low;carb_low;fat_moderate
tomato-sauce-with-meat-or-bolognese-sauce-prepacked_11114,11114,"Tomato sauce, with meat or Bolognese sauce, prepacked",Tomato sauce,with_meat_or_bolognese_sauce;prepacked,miscellaneous,sauces,warm sauces,89.2,89.2,0,4.22,7.27,4.81,4.74,2.29,1.18,0,82.4,carb_moderate
green-pepper-sauce-prepacked_11115,11115,"Green pepper sauce, prepacked",Green pepper sauce,prepacked,miscellaneous,sauces,warm sauces,81.3,81.3,0,1.3,5.3,6.1,1.3,1.3,1.15,0,,protein_low;carb_moderate;fat_moderate
madeira-wine-sauce-prepacked_11121,11121,"Madeira wine sauce, prepacked",Madeira wine sauce,prepacked,miscellaneous,sauces,warm sauces,36.6,36.6,0,0.6,3.6,2.2,1.9,0.5,1.1,0,,protein_low;carb_low;fat_low
cream-sauce-with-shallots-prepacked_11122,11122,"Cream sauce with shallots, prepacked",Cream sauce with shallots,with_shallots;prepacked,miscellaneous,sauces,warm sauces,104.2,104.2,0,1.7,11.9,5.53,2.27,0.9,1.61,0,,protein_low;carb_moderate;fat_moderate
carbonara-sauce-cream-sauce-with-lardoons-prepacked_11128,11128,"Carbonara sauce (cream sauce with lardoons), prepacked",Carbonara sauce,with_lardoons;cream_sauce_with_lardoons;prepacked,miscellaneous,sauces,warm sauces,154.7,154.7,0,5.17,4.7,12.8,1,2.65,1.49,0,,protein_moderate;carb_low;fat_high
hunter-style-sauce-a-garnish-of-mushrooms-shallots-and-tomatoes-in-white-wine-sauce-prepacked_11129,11129,"Hunter-style sauce (a garnish of mushrooms, shallots and tomatoes in white wine sauce), prepacked",Hunter-style sauce,style:hunter;a_garnish_of_mushrooms;shallots_and_tomatoes_in_white_wine_sauce;prepacked,miscellaneous,sauces,warm sauces,38,,0,1.21,4.66,1.61,,0.43,1.03,,91,protein_low;carb_low;fat_low
curry-sauce-prepacked_11132,11132,"Curry sauce, prepacked",Curry sauce,prepacked,miscellaneous,sauces,warm sauces,77.4,74.9,0,1.02,10.6,3.16,5.83,1.28,1.12,0,81.1,protein_low;carb_moderate
white-butter-sauce-prepacked_11140,11140,"White butter sauce, prepacked",White butter sauce,prepacked,miscellaneous,sauces,warm sauces,210.7,210.7,0,1.13,3.4,21.4,1.35,0.3,1.16,0,72.4,protein_low;carb_low;fat_high
bechamel-sauce-home-made_11143,11143,"Bechamel sauce, home-made","Bechamel sauce, home-made",,miscellaneous,sauces,warm sauces,146.6,146.6,0,3.84,8.97,10.6,4.38,0.2,0.89,0,74.9,carb_moderate;fat_high
sauce-butter-prepacked_11158,11158,"Sauce, butter, prepacked","Sauce, butter",prepacked,miscellaneous,sauces,warm sauces,190.7,190.7,0,2.2,5.2,17.9,1,1,1.36,0,75.3,protein_low;carb_moderate;fat_high
cream-sauce_11159,11159,Cream sauce,Cream sauce,,miscellaneous,sauces,warm sauces,77.9,77.9,0,1.08,5.9,5.55,0.73,0.17,1.38,0,86.2,protein_low;carb_moderate;fat_moderate
mushroom-sauce-prepacked_11160,11160,"Mushroom sauce, prepacked",Mushroom sauce,prepacked,miscellaneous,sauces,warm sauces,94.3,94.3,0,3.2,6.3,6.26,2.2,2.25,0.9,0,83.8,carb_moderate;fat_moderate
cream-sauce-with-spices_11161,11161,Cream sauce with spices,Cream sauce with spices,with_spices,miscellaneous,sauces,warm sauces,81.2,81.2,0,1.16,6.2,5.75,0.95,0.65,1.29,0,84.7,protein_low;carb_moderate;fat_moderate
cream-sauce-with-herbs_11162,11162,Cream sauce with herbs,Cream sauce with herbs,with_herbs,miscellaneous,sauces,warm sauces,75.8,75.8,0,1.09,5.5,5.49,0.74,0.4,1.39,0,86,protein_low;carb_moderate;fat_moderate
sweet-and-sour-sauce-prepacked_11163,11163,"Sweet and sour sauce, prepacked",Sweet and sour sauce,prepacked,miscellaneous,sauces,warm sauces,84.4,84.4,0,0.55,20.1,0.2,15.9,0.97,1.01,0,78,protein_low;carb_high;fat_low
red-wine-sauce_11164,11164,Red wine sauce,Red wine sauce,,miscellaneous,sauces,warm sauces,63.5,63.5,0,0.81,7,2.22,2.47,0.46,1.7,1.76,87.6,protein_low;carb_moderate;fat_low
basque-style-sauce-or-tomato-sauce-with-sweet-peppers-prepacked_11170,11170,"Basque-style sauce or tomato sauce with sweet peppers, prepacked",Basque-style sauce or tomato sauce with sweet peppers,style:basque;with_sweet_peppers;prepacked,miscellaneous,sauces,warm sauces,63.1,58.7,0,1.17,7.41,2.71,4.46,2.09,1.13,0,,protein_low;carb_moderate;fat_low
tomato-sauce-w-mushrooms-prepacked_11177,11177,"Tomato sauce, w mushrooms, prepacked","Tomato sauce, w mushrooms",prepacked,miscellaneous,sauces,warm sauces,62.4,62.4,0,1.79,7.78,2.68,4.58,2.35,1.04,0,86.5,protein_low;carb_moderate;fat_low
tomato-sauce-w-olives-prepacked_11178,11178,"Tomato sauce, w olives, prepacked","Tomato sauce, w olives",prepacked,miscellaneous,sauces,warm sauces,101.5,101.5,0,1.41,7.5,7.32,3.68,3.34,1.83,0,81.4,protein_low;carb_moderate;fat_moderate
sauce-pesto-prepacked_11179,11179,"Sauce, pesto, prepacked","Sauce, pesto",prepacked,miscellaneous,sauces,warm sauces,370,360.8,0,3.94,6.6,35.4,3.2,2.5,2.64,0,46.6,carb_moderate;fat_high
sauce-pepper-warm-prepacked_11182,11182,"Sauce, pepper, warm, prepacked","Sauce, pepper, warm",prepacked,miscellaneous,sauces,warm sauces,156.4,156.4,0,1,4.8,14.8,1.76,1.13,1.58,0,75.7,protein_low;carb_low;fat_high
cheese-sauce-for-risotto-or-pasta-prepacked_11189,11189,"Cheese sauce for risotto or pasta, prepacked",Cheese sauce for risotto or pasta,prepacked,miscellaneous,sauces,warm sauces,115.2,115.2,0,3.11,4.24,9.53,0.68,1.4,1.38,0,82.9,carb_low;fat_moderate
roquefort-blue-cheese-sauce-prepacked_11191,11191,"Roquefort (blue cheese) sauce, prepacked",Roquefort sauce,blue_cheese;prepacked,miscellaneous,sauces,warm sauces,127.1,127.1,0,2.85,4.4,10.9,1.1,0.6,1.25,0,80.9,protein_low;carb_low;fat_high
cream-sauce-with-mushrooms-prepacked_11192,11192,"Cream sauce with mushrooms, prepacked",Cream sauce with mushrooms,with_mushrooms;prepacked,miscellaneous,sauces,warm sauces,75.3,75.3,0,1.38,6.2,5,1.52,0.3,0.96,0,86.1,protein_low;carb_moderate;fat_moderate
grand-veneur-sauce-a-reduction-of-red-wine-with-garlic-shallots-and-red-currant-jelly-prepacked_11199,11199,"Grand veneur sauce (a reduction of red wine with garlic, shallots and red currant jelly), prepacked",Grand veneur sauce,with_garlic;a_reduction_of_red_wine_with_garlic;shallots_and_red_currant_jelly;prepacked,miscellaneous,sauces,warm sauces,102.8,102.8,0,1.5,8.45,7,6.6,,1.14,0,,protein_low;carb_moderate;fat_moderate
indian-style-sauce-tandoori-or-garam-masala-type-prepacked_11202,11202,"Indian-style sauce, tandoori or garam masala type, prepacked","Indian-style sauce, tandoori or garam masala type",style:indian;prepacked,miscellaneous,sauces,warm sauces,82.9,82.9,0,2.6,14.3,1.7,12.3,1.9,2.4,0,,protein_low;carb_moderate;fat_low
tomato-sauce-w-vegetables-prepacked_11207,11207,"Tomato sauce, w vegetables, prepacked","Tomato sauce, w vegetables",prepacked,miscellaneous,sauces,warm sauces,62.5,62.5,0,1.54,7.57,2.9,5.22,2.12,0.99,0,,protein_low;carb_moderate;fat_low
tomato-sauce-w-cheese-prepacked_11208,11208,"Tomato sauce, w cheese, prepacked","Tomato sauce, w cheese",prepacked,miscellaneous,sauces,warm sauces,175.9,175.9,0,3.94,8.09,14.2,4.6,2.41,1.31,0,,carb_moderate;fat_high
sauce-pesto-rosso-prepacked_11210,11210,"Sauce, pesto rosso, prepacked","Sauce, pesto rosso",prepacked,miscellaneous,sauces,warm sauces,296.5,296.5,0,4.8,8.58,27,2.75,4.15,1.99,0,,carb_moderate;fat_high
sauce-warm-average_11218,11218,"Sauce, warm (average)","Sauce, warm",note:average,miscellaneous,sauces,warm sauces,105.9,105.9,0,2.66,7.03,7.45,3.83,1.68,1.17,0.006,81.2,protein_low;carb_moderate;fat_moderate
sorrel-sauce-prepacked_11302,11302,"Sorrel sauce, prepacked",Sorrel sauce,prepacked,miscellaneous,sauces,warm sauces,147,147,0,1.3,1.7,15,1.7,3.2,0.63,0,,protein_low;carb_low;fat_high
celeriac-in-remoulade-sauce-prepacked_25600,25600,"Celeriac in remoulade sauce, prepacked",Celeriac in remoulade sauce,prepacked,miscellaneous,sauces,warm sauces,113,108.1,0,0.94,3.14,10.2,1.8,2.2,1.17,0,81.5,protein_low;carb_low;fat_high
molokhia-sauce-home-made_51502,51502,"Molokhia sauce, home-made","Molokhia sauce, home-made",,miscellaneous,sauces,warm sauces,194.3,194.3,0,1.13,0.2,21,,8.4,0.95,0,67.7,protein_low;carb_low;fat_high
chocolate-sauce-prepacked_11300,11300,"Chocolate sauce, prepacked",Chocolate sauce,prepacked,miscellaneous,sauces,dessert sauces,277,271.2,0,3.8,26.2,16.8,24.1,3,0.13,0,,carb_high;fat_high
light-custard-cream-with-vanilla-prepacked_39700,39700,"Light custard cream with vanilla, prepacked",Light custard cream with vanilla,with_vanilla;prepacked,miscellaneous,sauces,dessert sauces,105,103.1,0,3.44,16.7,2.5,12.9,1,0.13,0,77.7,carb_high;fat_low
gherkin-pickled-in-vinegar_11004,11004,"Gherkin, pickled in vinegar","Gherkin, pickled in vinegar",,miscellaneous,condiments,,19.4,11,0,1.06,0.78,0.4,0.6,1.5,1.72,0,93.7,protein_low;carb_low;fat_low
mustard_11013,11013,Mustard,Mustard,,miscellaneous,condiments,,152,145.8,0,6.92,4.33,11.2,1.66,0.8,6.3,0,67.9,protein_moderate;carb_low;fat_high
vinegar_11018,11018,Vinegar,Vinegar,,miscellaneous,condiments,,22.6,4.9,0,0.04,0.62,0.1,0.04,0,0.033,0.2,92.9,protein_low;carb_low;fat_low
mustard-with-grains_11021,11021,"Mustard, with grains",Mustard,with_grains,miscellaneous,condiments,,142,124.3,0,6.6,2.2,9.9,2.2,4.5,4.9,0,67.8,protein_moderate;carb_low;fat_moderate
capers-pickled-in-vinegar_11040,11040,"Capers, pickled in vinegar","Capers, pickled in vinegar",,miscellaneous,condiments,,30.5,30.5,0,2.18,3.5,0.86,0.41,3.6,4.06,0,83.9,protein_low;carb_low;fat_low
tapenade-a-puree-of-capers-pitted-black-olives-anchovy-and-herbs-with-olive-oil-and-lemon-juice_11043,11043,"Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice","Tapenade (a puree of capers, pitted black olives, anchovy and herbs",with_olive_oil_and_lemon_juice,miscellaneous,condiments,,222.6,222.6,0,1.3,2.6,23,0.2,3.7,3.2,0,62.3,protein_low;carb_low;fat_high
onion-pickled-in-vinegar_11055,11055,"Onion, pickled in vinegar","Onion, pickled in vinegar",,miscellaneous,condiments,,14,14,0,0.56,2.5,0.2,1.98,1.8,2.36,0,93,protein_low;carb_low;fat_low
vinegar-cider_11090,11090,"Vinegar, cider","Vinegar, cider",,miscellaneous,condiments,,3.7,3.7,0,0,0.93,0,0.4,0,0.013,0,93.8,protein_low;carb_low;fat_low
vinegar-balsamic_11091,11091,"Vinegar, balsamic","Vinegar, balsamic",,miscellaneous,condiments,,125,109.6,0,0.69,25.8,0.4,19.1,0.5,0.068,0,70.3,protein_low;carb_high;fat_low
gherkin-in-sweet-and-sour-sauce_11097,11097,"Gherkin, in sweet and sour sauce","Gherkin, in sweet and sour sauce",,miscellaneous,condiments,,36,28.2,0,1.25,5,0.35,4,1.5,1.1,0,91.5,protein_low;carb_moderate;fat_low
vinegar-from-red-wine_11220,11220,Vinegar from red wine,Vinegar from red wine,,miscellaneous,condiments,,21.6,,0,0.3,,0,,0,0.013,0.11,91.5,protein_low;fat_low
olives-black-in-brine_13032,13032,"Olives, black, in brine","Olives, black, in brine",,miscellaneous,condiments,,159.9,160.3,0,1.38,0,17.2,0,6.2,1.77,0,74.9,protein_low;carb_low;fat_high
olives-green-in-brine_13033,13033,"Olives, green, in brine","Olives, green, in brine",,miscellaneous,condiments,,155,,0,1.31,,15.7,,3.6,3.15,0,75.8,protein_low;fat_high
olives-black-in-oil-greek-olive_13131,13131,"Olives, black, in oil (Greek olive)","Olives, black, in oil",greek_olive,miscellaneous,condiments,,332,308.5,0,2.19,0,33.3,,11.6,8.45,0,45.7,protein_low;carb_low;fat_high
olive-green-stuffed-anchovy-sweet-peppers-etc_13147,13147,"Olive, green, stuffed (anchovy, sweet peppers, etc…)","Olive, green, stuffed",anchovy;sweet_peppers;etc,miscellaneous,condiments,,147.6,147.6,0,2.09,0.61,15.2,0.2,4.33,2.78,0,75,protein_low;carb_low;fat_high
olive-average_13184,13184,Olive (average),Olive,note:average,miscellaneous,condiments,,162,154.2,0,1.39,0.043,16.5,0.011,4.38,3.03,0,74.6,protein_low;carb_low;fat_high
olives-black-average-food_13186,13186,"Olives, black (average food)","Olives, black",average_food,miscellaneous,condiments,,181.7,181.7,0,1.49,0.05,19.5,0,6.97,2.72,0,70.7,protein_low;carb_low;fat_high
broth-stock-or-bouillon-beef-dehydrated_11001,11001,"Broth, stock or bouillon, beef, dehydrated","Broth, stock or bouillon, beef, dehydrated",,miscellaneous,cooking aids,,240,239.3,0,10.2,19.7,13.3,3.95,0.65,33,0,2.6,protein_high;carb_high;fat_high
veal-stock-for-sauce-and-cooking-dehydrated_11169,11169,"Veal stock for sauce and cooking, dehydrated","Veal stock for sauce and cooking, dehydrated",,miscellaneous,cooking aids,,343,338.6,0,8.5,59.5,7.4,22.3,2.1,16.7,0,4.2,protein_moderate;carb_high;fat_moderate
poultry-stock-for-sauce-and-cooking-dehydrated_11171,11171,"Poultry stock for sauce and cooking, dehydrated","Poultry stock for sauce and cooking, dehydrated",,miscellaneous,cooking aids,,341,338.9,0,7.4,66.3,4.9,13.6,1.3,12.5,0,,protein_moderate;carb_high
aromatic-stock-cube-for-fish-dehydrated_11172,11172,"Aromatic stock cube, for fish, dehydrated","Aromatic stock cube, for fish, dehydrated",,miscellaneous,cooking aids,,260,255,0,5,7,23,4.5,2.5,47.5,0,,protein_moderate;carb_moderate;fat_high
broth-stock-or-bouillon-poultry-dehydrated_11174,11174,"Broth, stock or bouillon, poultry, dehydrated","Broth, stock or bouillon, poultry, dehydrated",,miscellaneous,cooking aids,,233,231.9,0,11.3,20.8,11.5,5.38,0.58,49.6,0,9.37,protein_high;carb_high;fat_high
madeira-wine-aspic-dehydrated_11175,11175,"Madeira wine aspic, dehydrated","Madeira wine aspic, dehydrated",,miscellaneous,cooking aids,,248,247.8,0,44.5,17,0.2,1.25,0.1,28.6,0,4.7,protein_high;carb_high;fat_low
madeira-wine-aspic_11176,11176,Madeira wine aspic,Madeira wine aspic,,miscellaneous,cooking aids,,11.3,11.3,0,2,0.8,0.01,0.1,0.004,1.48,0,,protein_low;carb_low;fat_low
