recipe_signature,group_size,kept_source_row_number,kept_recipe_title,kept_category,kept_subcategory,all_source_rows,category_pairs
675a4f19c013e255f176c5c1e87916961220281e,2,30347,Cheesy Chorizo Frittata,Frittatas,Frittatas,30347|54007,Frittatas -> Frittatas | Omelets -> Frittatas
c9e1da5ebc2db9762ea7ca66aea5dd8075e3fd8f,2,30348,Easy Broccoli Frittata,Frittatas,Frittatas,30348|54008,Frittatas -> Frittatas | Omelets -> Frittatas
93e2874cfd7d97666be241f5ff1e3c0cbbeef33d,2,30349,Zucchini Scallion Frittata Cups,Frittatas,Frittatas,30349|54009,Frittatas -> Frittatas | Omelets -> Frittatas
cccaee3bc9ed07a974bb4daf9284c6d4b85ee0b3,2,30352,Bacon and Potato Frittata with Greens,Frittatas,Frittatas,30352|54012,Frittatas -> Frittatas | Omelets -> Frittatas
e64ef24a4d8445c4e4398e06aa0b19a6d7f81df5,2,30354,Spinach Frittata,Frittatas,Frittatas,30354|54014,Frittatas -> Frittatas | Omelets -> Frittatas
b2d57c0682292b79a5a2595c2aa779e11843e1ee,2,30355,Veggie Frittata,Frittatas,Frittatas,30355|54015,Frittatas -> Frittatas | Omelets -> Frittatas
231a29c8cb60b9892fb01b767aeeebd41ce637f2,2,30356,Potato and Zucchini Frittata,Frittatas,Frittatas,30356|54016,Frittatas -> Frittatas | Omelets -> Frittatas
fbfab48f7ea89b330439faf258ed50a0f52be6b7,2,30357,Smoked Salmon-Asparagus Frittata,Frittatas,Frittatas,30357|54017,Frittatas -> Frittatas | Omelets -> Frittatas
bf42a7a2ff74f1c5ece0a4d7a3cb526a3db8cfb3,2,30358,Microwave Frittata for One,Frittatas,Frittatas,30358|54018,Frittatas -> Frittatas | Omelets -> Frittatas
18445bab82958244a57fc308aa016f599dbaf267,2,30359,Kuku Sabzi,Frittatas,Frittatas,30359|54019,Frittatas -> Frittatas | Omelets -> Frittatas
c36a8ea14ab36a7d2ca0d4964443e5668486f339,2,30360,Spinach-Feta Frittata,Frittatas,Frittatas,30360|54020,Frittatas -> Frittatas | Omelets -> Frittatas
0ebe8e46b1d3d7273d402d2dcbf665ab6f8bdc38,2,30361,Mini Frittatas,Frittatas,Frittatas,30361|54021,Frittatas -> Frittatas | Omelets -> Frittatas
06ccb6ab09b19386e73613128fd6752b01a3cff4,2,30362,Air Fryer Spinach and Mushroom Frittata,Frittatas,Frittatas,30362|54022,Frittatas -> Frittatas | Omelets -> Frittatas
f737d29a654bab1d1c2a2508c49c745c7e2c6f9c,2,30363,Ramen Noodle Frittata,Frittatas,Frittatas,30363|54023,Frittatas -> Frittatas | Omelets -> Frittatas
604c0ce5d0b9ed451969a8ba3b18e1d3ee5768e5,2,30364,Frittata with Leftover Greens,Frittatas,Frittatas,30364|54024,Frittatas -> Frittatas | Omelets -> Frittatas
3b31734eb2d22fe78e775d2ec7cdd1d4d3aa9294,2,30365,Mini Frittatas with Quinoa,Frittatas,Frittatas,30365|54025,Frittatas -> Frittatas | Omelets -> Frittatas
0d60a3ae3a5728f70a200a649c0aa97d7389fd62,2,30366,Cast Iron Skillet Vegetable Frittata,Frittatas,Frittatas,30366|54026,Frittatas -> Frittatas | Omelets -> Frittatas
4edf507c7a50d4f1b32e124df53ce37645e2bcac,2,30367,Mini Vegetarian Frittatas,Frittatas,Frittatas,30367|54027,Frittatas -> Frittatas | Omelets -> Frittatas
84d181e81529cf62b95802e06e236bc4d4edc1a1,2,30368,Air Fryer Frittata,Frittatas,Frittatas,30368|54028,Frittatas -> Frittatas | Omelets -> Frittatas
26fe9cbc05476afcdcddbbe4e5e85ea8c93dc0ca,2,30369,Roast Beef and Cheddar Frittata,Frittatas,Frittatas,30369|54029,Frittatas -> Frittatas | Omelets -> Frittatas
0c88d9c83eaba36e92e3674b90147e544de0620c,2,30372,Hangtown Fry with Parmesan and Fresh Herbs,Frittatas,Frittatas,30372|54032,Frittatas -> Frittatas | Omelets -> Frittatas
838d8d0beb4c9cb029ccc5768e61c27c30c06118,2,30374,Mini Ham and Swiss Frittatas,Frittatas,Frittatas,30374|54034,Frittatas -> Frittatas | Omelets -> Frittatas
8d7268f6745ab0b2c2663cb3797d855015992a71,2,30375,Smoked Sausage Frittata,Frittatas,Frittatas,30375|54035,Frittatas -> Frittatas | Omelets -> Frittatas
70c682589682bfb057e6ca985dd9aee54b5af80a,2,30376,Kookoo Sabzi (Fresh Herb Frittata),Frittatas,Frittatas,30376|54036,Frittatas -> Frittatas | Omelets -> Frittatas
b5a8ebccb04a293bbd5800feec932f63f4cdee0d,2,30377,Baked Spinach and Egg White Muffins,Frittatas,Frittatas,30377|54037,Frittatas -> Frittatas | Omelets -> Frittatas
79dfe363ec4d6229ca5f01fa5d1b96cf8271b07e,2,30378,Individual Baked Frittatas,Frittatas,Frittatas,30378|54038,Frittatas -> Frittatas | Omelets -> Frittatas
9f0ac31605bd51825031b8cdc9f54ab57df3a997,2,30380,Kale and Fennel Frond Frittata,Frittatas,Frittatas,30380|54040,Frittatas -> Frittatas | Omelets -> Frittatas
f2d851bc72f90c6bc1efa02a2a379aeaf235f72f,2,30381,Huevos Rancheros Frittata,Frittatas,Frittatas,30381|54041,Frittatas -> Frittatas | Omelets -> Frittatas
1453e0fc0b0f352bad65a0a33443d2144b30114d,2,30382,Broccoli-Cheddar Frittata,Frittatas,Frittatas,30382|54042,Frittatas -> Frittatas | Omelets -> Frittatas
a3e976fd6796f77c0533a75a15835e2fe92ce7e2,2,30383,"Spinach, Fennel, and Zucchini Frittata",Frittatas,Frittatas,30383|54043,Frittatas -> Frittatas | Omelets -> Frittatas
716095ad66c5511050b1856f0128b61fed9cf459,2,30388,Chef John's French Omelette,Frittatas,Omelets,30388|53921,Frittatas -> Omelets | Omelets -> Omelets
25dae08800c7004cd2d61e4b15d14de41de91f55,2,30389,Oven Baked Omelet,Frittatas,Omelets,30389|53922,Frittatas -> Omelets | Omelets -> Omelets
c20584128c64290d669d7bff642c3f324c28438b,2,30393,Tortilla de Patatas,Frittatas,Omelets,30393|53926,Frittatas -> Omelets | Omelets -> Omelets
1733b50ae34efc8f96a7246b16aea04418124d42,2,30395,Baked Denver Omelet,Frittatas,Omelets,30395|53928,Frittatas -> Omelets | Omelets -> Omelets
e333d84f0d1412a443ff87732503451b61227144,2,30396,"Spinach, Tomato, and Feta Egg White Omelette",Frittatas,Omelets,30396|53929,Frittatas -> Omelets | Omelets -> Omelets
4f28f63dfb07a9da642fb31ed9138c142efb987f,2,30397,Eggs Florentine,Frittatas,Omelets,30397|53930,Frittatas -> Omelets | Omelets -> Omelets
d3aea5c33725286ba0adbace1cb48cafd17030de,2,30401,Western Omelet,Frittatas,Omelets,30401|53934,Frittatas -> Omelets | Omelets -> Omelets
fc1fb6c9da14551bb08286a75bd657bd3a226d4b,2,30410,Simple Italian Omelet,Frittatas,Omelets,30410|53943,Frittatas -> Omelets | Omelets -> Omelets
cdea8f7b5ec9d7526c680a813c7267e60b21bef8,2,30411,Herbed Cream Cheese Omelet,Frittatas,Omelets,30411|53944,Frittatas -> Omelets | Omelets -> Omelets
0e30e8543de37362ddd38f12bf22b8e3d99cc91d,2,30412,Avocado Greek Omelet,Frittatas,Omelets,30412|53945,Frittatas -> Omelets | Omelets -> Omelets
183d6a03658fd8059535a64962f279035bb17538,2,30418,"Mushroom, Scallion, and Cheese Omelet",Frittatas,Omelets,30418|53951,Frittatas -> Omelets | Omelets -> Omelets
1f8712f4f6d894c6b29fc8e2704f1217496d35a5,2,30419,Tamagoyaki (Japanese Rolled Omelette),Frittatas,Omelets,30419|53952,Frittatas -> Omelets | Omelets -> Omelets
2fceb598cf9119a15149e91d783e09f5005177ce,2,30420,Omuraisu (Japanese Rice Omelet),Frittatas,Omelets,30420|53953,Frittatas -> Omelets | Omelets -> Omelets
9b6468ca9f87c709515d768c1398915fc80bf190,2,30422,Scrambled Egg Omelet,Frittatas,Omelets,30422|53955,Frittatas -> Omelets | Omelets -> Omelets
ae54884893670e3c2f87328c7c87d69b2a2410c3,2,30423,Aussie Omelet,Frittatas,Omelets,30423|53956,Frittatas -> Omelets | Omelets -> Omelets
065b55c2ebe320974f1ec2cd3b92e8161a50fa63,2,30425,Asparagus Omelet,Frittatas,Omelets,30425|53958,Frittatas -> Omelets | Omelets -> Omelets
bf1ba2bda7dd35a2bcd0367be8298b1879f93236,2,30428,Soy Chorizo Omelet,Frittatas,Omelets,30428|53961,Frittatas -> Omelets | Omelets -> Omelets
22e636817425c89cc64070a96137ffeb007b4440,2,30429,Easy Omelet in a Bag,Frittatas,Omelets,30429|53962,Frittatas -> Omelets | Omelets -> Omelets
0776b8e7dd3f6c4a9c57cff8248bfd7d8fcb0389,2,30431,Cheese Omelette with Herbs,Frittatas,Omelets,30431|53964,Frittatas -> Omelets | Omelets -> Omelets
e4b006c184c41d3521603f5a4af036f234718dbc,2,30432,Bacon Cheeseburger Omelette,Frittatas,Omelets,30432|53965,Frittatas -> Omelets | Omelets -> Omelets
e6b7d1ee13ea4b0598661ebe60646f0576a62153,2,30433,Buffalo Wings and Blue Cheese Omelet,Frittatas,Omelets,30433|53966,Frittatas -> Omelets | Omelets -> Omelets
224a3746ef9cb23f2162fa7182d5ada6cadaf974,2,30434,Cally's Omelet,Frittatas,Omelets,30434|53967,Frittatas -> Omelets | Omelets -> Omelets
6809537f6ffef933b914673926ff3ff1b743e70f,2,30435,Portobello Pesto Egg Omelette,Frittatas,Omelets,30435|53968,Frittatas -> Omelets | Omelets -> Omelets
7047d4143a5739a4475a75644fbf4f6bb60cacd0,2,30436,Chili Crisp Ham and Cheese Omelet,Frittatas,Omelets,30436|53969,Frittatas -> Omelets | Omelets -> Omelets
700b7c2487c1c75aa25f708f366bc86be4d6a5f2,2,30437,New Colorado Omelet,Frittatas,Omelets,30437|53970,Frittatas -> Omelets | Omelets -> Omelets
b1ff4e73131d6c45990f5763036c3460a37bf50c,2,30438,Chicken Egg Foo Young,Frittatas,Omelets,30438|53971,Frittatas -> Omelets | Omelets -> Omelets
27f61cf1329b0d716c19b8b1d0438e873f4d4545,2,30439,Apple Style Omelets,Frittatas,Omelets,30439|53972,Frittatas -> Omelets | Omelets -> Omelets
a328c5b1bf2d4123c3bda87dcd24c1cedb06d000,2,30440,Tamagoyaki (Japanese Sweet Omelet),Frittatas,Omelets,30440|53973,Frittatas -> Omelets | Omelets -> Omelets
fc66758dd8509afb40c313c36b729ab0c1371dda,2,30441,Asparagus Omelette,Frittatas,Omelets,30441|53974,Frittatas -> Omelets | Omelets -> Omelets
c78b9f9a61520d83f4a47af988298696372992db,2,30442,Stovetop Omelette for One,Frittatas,Omelets,30442|53975,Frittatas -> Omelets | Omelets -> Omelets
5ee95ebe96e5c4d7d795ed1eda5d8d2f170ab1b7,2,30443,Skinny Girl Individual Omelets,Frittatas,Omelets,30443|53976,Frittatas -> Omelets | Omelets -> Omelets
ff392dcd442cac9d39ec63fb9b310ed3b6a56e92,2,30444,Indian Omelette,Frittatas,Omelets,30444|53977,Frittatas -> Omelets | Omelets -> Omelets
b31fa417401b8cd9bc5e2fda82cfce22b7eea6e9,2,30445,Cheesy Horseradish Omelet,Frittatas,Omelets,30445|53978,Frittatas -> Omelets | Omelets -> Omelets
d53454abf5a4ba79dc88cb07fd261e5de057d7ab,2,30446,Bacon Cheeseburger Omelet,Frittatas,Omelets,30446|53979,Frittatas -> Omelets | Omelets -> Omelets
4bb3c949a6e8ecfb8b9f60e7ae4d1e0879f4318f,2,30447,Tamagoyaki with Mushroom and Mozzarella Cheese,Frittatas,Omelets,30447|53980,Frittatas -> Omelets | Omelets -> Omelets
f8ba0ea6eabd93f6126c4476f94e166100f0b823,2,30537,Jim's Apple Raisin Pound Cake with Praline Glaze,Frostings And Icings,Dessert Glaze Recipes,30537|49226,Frostings And Icings -> Dessert Glaze Recipes | Mardi Gras -> Mardi Gras Desserts
61b9081b4db321e1b4209ad6e7634f8d0bf95973,2,30611,Marshmallow Buttercream Frosting,Frostings And Icings,White Frosting,30611|30679,Frostings And Icings -> Buttercream Frosting | Frostings And Icings -> White Frosting
faf3f462c593c9a099b1242dffb670630c1a242f,2,30618,"Easiest, Most Delicious Meringue Buttercream",Frostings And Icings,White Frosting,30618|30699,Frostings And Icings -> Buttercream Frosting | Frostings And Icings -> White Frosting
8d5a4ea6a23fe2bb1f3a1f9c36e4d48a28fa0bfb,2,30622,Italian Buttercream,Frostings And Icings,White Frosting,30622|30708,Frostings And Icings -> Buttercream Frosting | Frostings And Icings -> White Frosting
3a8c41b538c6cd220f277a6605046e38d91de83a,2,30654,Tangy Lemon Cream Cheese Frosting,Frostings And Icings,Cream Cheese Frosting,30654|30725,Frostings And Icings -> Cream Cheese Frosting | Frostings And Icings -> Lemon Frosting
d5df05bc6c0241dc6bf4ead97f63fcb32c5a7d11,2,30666,Fluffy Carrot Muffins with Cream Cheese Frosting,Frostings And Icings,Cream Cheese Frosting,30666|52518,Frostings And Icings -> Cream Cheese Frosting | Muffins -> Carrot Muffins
5b8b0e2adc5a446e46294f65e14ee85bcc679597,2,30810,Cucumber and Apple Salad,Fruit Salads,Fruit Salads,30810|44232,Fruit Salads -> Fruit Salads | Low Fat -> Low-Fat Salads
73d5aa182936090d7c4b99bbcbd222c21c0b651f,2,30814,Watermelon Feta Salad,Fruit Salads,Fruit Salads,30814|56391,Fruit Salads -> Fruit Salads | Picnic Recipes -> Picnic Recipes
a2ebc0df3765cc2ab88fe868dd9d5230d041d94e,2,30817,Betsy's Mandarin Orange Salad,Fruit Salads,Fruit Salads,30817|40664,Fruit Salads -> Fruit Salads | Kosher -> Kosher Salads
03e9bae34839178abc77bc6cc42bf374b7f542d1,2,30820,Creamy Cranberry Salad,Fruit Salads,Fruit Salads,30820|38983,Fruit Salads -> Fruit Salads | Jell-O Salads -> Jell-O Salads
0a49770a6579f22cb1f40d42d914dcb99d4a7d84,2,30824,Sour Cream Cranberry Jell-O Salad,Fruit Salads,Fruit Salads,30824|38987,Fruit Salads -> Fruit Salads | Jell-O Salads -> Jell-O Salads
c77c22582df46c4df2fac5cfc3f90c4e16444d11,2,30825,Strawberry Mango Mesclun Salad,Fruit Salads,Fruit Salads,30825|32320,Fruit Salads -> Fruit Salads | Green Salads -> Mixed Greens Salad
f089d4477b46aa1a5b3ef84700f55430d8a284d6,2,30829,Fabulous Fruit Salad,Fruit Salads,Fruit Salads,30829|30861,Fruit Salads -> Apple Salad | Fruit Salads -> Fruit Salads
f402b611c3e1420ad0e4db21c7a616673f650e53,2,30830,Summer Fruit Salad with Whipped Cream,Fruit Salads,Fruit Salads,30830|30876,Fruit Salads -> Blueberry Salad | Fruit Salads -> Fruit Salads
0fd866eb8d4d4d4f7468bc2dff6df345a3e18c63,2,30841,Mom G's Cranberry Jell-O Salad,Fruit Salads,Fruit Salads,30841|38994,Fruit Salads -> Fruit Salads | Jell-O Salads -> Jell-O Salads
2a0c0d545ed3391aa1cd3d894f17132898824d15,2,30844,"Orange, Fig, and Gorgonzola Salad",Fruit Salads,Fruit Salads,30844|32301,Fruit Salads -> Fruit Salads | Green Salads -> Romaine Lettuce Salad
88f5e986dac6eff082b81637795ac545a3df60e2,2,30848,Tangy Poppy Seed Fruit Salad,Fruit Salads,Fruit Salads,30848|30882,Fruit Salads -> Fruit Salads | Fruit Salads -> Orange Salad
66e5afb10ce7b4378ee67da7903760047fba51e1,2,30849,Chris's Hawaiian Fluff Salad,Fruit Salads,Fruit Salads,30849|30880,Fruit Salads -> Fruit Salads | Fruit Salads -> Strawberry Salad
21bb957b0cf8f677137251adfc46646d53d20cfd,2,30850,Citrus Salad,Fruit Salads,Fruit Salads,30850|32304,Fruit Salads -> Fruit Salads | Green Salads -> Romaine Lettuce Salad
72a886b6029bc1856d8ba978211b806a1a3d6233,2,30852,"""CranCrack"" Cranberry Salad",Fruit Salads,Fruit Salads,30852|39000,Fruit Salads -> Fruit Salads | Jell-O Salads -> Jell-O Salads
aed89a34d5b251d903e2abe6aa15a8a9995da4ce,2,30853,Sweet and Peppery Watermelon Salad,Fruit Salads,Fruit Salads,30853|32336,Fruit Salads -> Fruit Salads | Green Salads -> Arugula Salad
70236ab212c3360b9279ed5d271d584230990e52,2,30858,Citrus Walnut Salad,Fruit Salads,Fruit Salads,30858|32323,Fruit Salads -> Fruit Salads | Green Salads -> Mixed Greens Salad
00e9e3572ff17448f873b42a75c94ca9a669168f,2,30863,Fall Harvest Fruit Salad,Fruit Salads,Apple Salad,30863|42509,Fruit Salads -> Apple Salad | Leftovers -> Cranberry Leftovers
f88de10d42d0429c8be0e71cac07b455dab9add5,2,30864,Strawberry-Sauced Crunchy Fruit Salad,Fruit Salads,Apple Salad,30864|30884,Fruit Salads -> Apple Salad | Fruit Salads -> Orange Salad
88413305a82c705abac437eec326c1a16613a3b6,2,30868,Apple-Fennel Salad,Fruit Salads,Apple Salad,30868|45362,Fruit Salads -> Apple Salad | Lunch -> Salad Recipes
2b7a51badb794504631d2bca5dfedec166b44b18,2,30870,Waldorf Salad with Walnut Oil Vinaigrette,Fruit Salads,Apple Salad,30870|54404,Fruit Salads -> Apple Salad | Paleo -> Paleo Salads
690aa432c424fbad0f821e1a8096cf6c529dfc79,2,30893,Watermelon Salad with Grapes and Citrus,Fruit Salads,Watermelon Salad,30893|54424,Fruit Salads -> Watermelon Salad | Paleo -> Paleo Salads
1159fd82ffa74a34bed88591c3a34366cbae12b4,2,30900,Chilled Watermelon Salad,Fruit Salads,Watermelon Salad,30900|54436,Fruit Salads -> Watermelon Salad | Paleo -> Paleo Salads
04ea0c7a9a899adfb0d1dcfbc050941476adbe3b,2,30901,"Watermelon, Strawberry, and Herbs",Fruit Salads,Watermelon Salad,30901|54440,Fruit Salads -> Watermelon Salad | Paleo -> Paleo Salads
c3aa66f3aedcdffa459c65edf1e9b2b48c442779,2,30903,Shrimp Goat Cheese Watermelon Salad Stack,Fruit Salads,Watermelon Salad,30903|45338,Fruit Salads -> Watermelon Salad | Lunch -> Salad Recipes
d981b2e4d4a14d750cd07c8b4e92335aabde77b1,2,30974,Creamy Lemon Dressing,Fruit Salads,Fruit Dressing,30974|32417,Fruit Salads -> Fruit Dressing | Green Salads -> Salad Dressings
cec9f0b734b78ceb1840d540ac5cb2025fd49f1a,2,30975,Raspberry Vinaigrette Dressing,Fruit Salads,Fruit Dressing,30975|32419,Fruit Salads -> Fruit Dressing | Green Salads -> Salad Dressings
c221e473f473ec2559acc5fe1070b5998b311b7b,2,31022,Strawberry Salad with Shallot-Honey Vinaigrette,Fruit Salads,Fruit Dressing,31022|32324,Fruit Salads -> Fruit Dressing | Green Salads -> Mixed Greens Salad
81033f9b6414c7e72a97519b9be397c5ba55b057,2,31030,Fresh Pear and Cherry Salad with Vanilla Pear Vinaigrette,Fruit Salads,Fruit Dressing,31030|32329,Fruit Salads -> Fruit Dressing | Green Salads -> Mixed Greens Salad
b6ad5f7c2311517613818c91d8fed0e227c4cefc,2,31035,Simple Waldorf Salad,Fruit Salads,Waldorf Salad,31035|60765,Fruit Salads -> Waldorf Salad | Waldorf Salads -> Waldorf Salads
3e89471d7649e1d62082080617c8507f4c179397,2,31161,Easy Two-Ingredient Peanut Butter Fudge,Fudge,Fudge,25317|31161,Desserts -> Candy | Fudge -> Fudge
fb5638ef37e479761e715f1f50c459e7d6c1de86,2,31166,Creamy Peanut Butter Fudge,Fudge,Fudge,31166|31222,Fudge -> Fudge | Fudge -> Peanut Butter Fudge
58586bbdfa36f035cb6b40f9c154b019ba2e5cb1,2,31167,Peanut Butter Fudge with Marshmallow Creme,Fudge,Fudge,31167|31223,Fudge -> Fudge | Fudge -> Peanut Butter Fudge
d0e8058244f1d16431a824040e8785bb875b077d,2,31175,Peanut Butter Fudge with Evaporated Milk,Fudge,Fudge,31175|31226,Fudge -> Fudge | Fudge -> Peanut Butter Fudge
7eab025559f067fc2e085082897cfff55b782220,2,31182,Peanut Butter Fantasy Fudge,Fudge,Fudge,31182|31230,Fudge -> Fudge | Fudge -> Peanut Butter Fudge
904ae6192a223670bf022ba99c76f8ed3cbac5c8,2,31183,Peanut Butter Fudge with Condensed Milk,Fudge,Fudge,31183|31231,Fudge -> Fudge | Fudge -> Peanut Butter Fudge
47bf5d33ad78cd11288056c16010648aca51eebe,2,31184,Peanut Butter Freezer Fudge (2-Ingredient),Fudge,Fudge,31184|31232,Fudge -> Fudge | Fudge -> Peanut Butter Fudge
238515d95a3eeb891355daa5f50688e475ffb419,2,31186,Extra Work Peanut Butter Fudge,Fudge,Fudge,31186|31233,Fudge -> Fudge | Fudge -> Peanut Butter Fudge
a160f88f71ce111c257e46b9af79e7f3c49e8260,2,31191,Peanut Butter Microwave Fudge,Fudge,Fudge,31191|31234,Fudge -> Fudge | Fudge -> Peanut Butter Fudge
2f6e145d6e74cf320f305c85920065769851ad8c,2,31193,Peanut Butter Goat Milk Fudge,Fudge,Fudge,31193|31235,Fudge -> Fudge | Fudge -> Peanut Butter Fudge
efbdb4cf960ff767d8de73edcc5816d801650fa1,2,31194,Peanut Butter Fudge,Fudge,Fudge,31194|31236,Fudge -> Fudge | Fudge -> Peanut Butter Fudge
eb02dd85e00c0ecac10034d437812d5503f4dd92,2,31201,Nan's Peanut Butter Fudge with Marshmallows,Fudge,Fudge,31201|31240,Fudge -> Fudge | Fudge -> Peanut Butter Fudge
9d514099b7cb94b134a6bf19a18d2d1f0409721f,2,31206,Marshmallow-Peanut Butter Fudge,Fudge,Fudge,31206|31241,Fudge -> Fudge | Fudge -> Peanut Butter Fudge
f6dfe1214b599cee3444266a5093735938a1ad7b,2,31216,My Grandma's Peanut Butter Fudge,Fudge,Fudge,31216|31243,Fudge -> Fudge | Fudge -> Peanut Butter Fudge
f141765f771e1dec0ff5c1906364fa8dd13a27b4,2,31392,Melon Cucumber Gazpacho,Gazpacho,Gazpacho,31392|45259,Gazpacho -> Gazpacho | Lunch -> Soup
994bcc8e6451f608f3d052a540d8cbe57edd2d7b,2,31394,Shrimp Gazpacho,Gazpacho,Gazpacho,31394|42286,Gazpacho -> Gazpacho | Leftovers -> Seafood Leftovers
7134b91e4969ed0c25d92c3f74a9a2ce9d02beec,2,31401,Watermelon Gazpacho,Gazpacho,Gazpacho,31401|43432,Gazpacho -> Gazpacho | Low Calorie -> Low-Calorie Desserts
175112c1a53ee3eae819dfe33a4597e11cfb37c5,2,31581,Flourless Chocolate Cake II,Gluten-Free,Gluten-Free Desserts,31581|51706,Gluten-Free -> Gluten-Free Desserts | Mother'S Day -> Mother'S Day Desserts
f8d7f094e74b9ce98154ff923e894784152b2149,2,31602,Gluten-Free Chicken Pot Pie,Gluten-Free,Gluten-Free Main Dishes,31602|46760,Gluten-Free -> Gluten-Free Main Dishes | Main Dishes -> Savory Pies
2d2001eed142a8680b9786a3ea3a483336f8cc98,2,31637,Quick and Easy Baked Fish Fillet,Gluten-Free,Gluten-Free Main Dishes,31637|43108,Gluten-Free -> Gluten-Free Main Dishes | Low Calorie -> 200 Calorie Main Dishes
3d576a5b0d960c15c2dba0ef5c3707b09bc3755c,2,31649,Gluten-Free Italian Meatballs,Gluten-Free,Gluten-Free Main Dishes,31649|50009,Gluten-Free -> Gluten-Free Main Dishes | Meatballs -> Italian Meatballs
174798c9d80736674b1d78b2c0a05e7a44e9abdd,2,31658,Porcupines,Gluten-Free,Gluten-Free Main Dishes,31658|49054,Gluten-Free -> Gluten-Free Main Dishes | Make-Ahead -> Freezer Meals
ba2b9aa221583ea5f8acac0b23de448775bc711d,2,31679,Almond Milk Chocolate Pudding,Gluten-Free,Gluten-Free Appetizers,31558|31679,Gluten-Free -> Gluten-Free Appetizers | Gluten-Free -> Gluten-Free Desserts
3fba8b458d447f5ba187821d4263e2764e329245,2,31694,Karioka Sweet Rice Balls,Gluten-Free,Gluten-Free Appetizers,31576|31694,Gluten-Free -> Gluten-Free Appetizers | Gluten-Free -> Gluten-Free Desserts
a9dcdc22c8e4f277b09a9e09cdeda0da5ffea0bb,2,31717,Zucchini Nachos,Gluten-Free,Gluten-Free Appetizers,31717|53035,Gluten-Free -> Gluten-Free Appetizers | Nachos -> Nachos
7d2a649967a83a30af865f3e09cf47877c8322f7,2,31752,Low-Carb Zucchini Pasta,Gluten-Free,Gluten-Free Side Dishes,31752|54339,Gluten-Free -> Gluten-Free Side Dishes | Paleo -> Paleo Side Dishes
d9b2c75a0e63dadb04597a558f72aea031d47d15,2,31753,Onion Rice,Gluten-Free,Gluten-Free Side Dishes,31753|44060,Gluten-Free -> Gluten-Free Side Dishes | Low Fat -> Low-Fat Side Dishes
7b4acf8b26dd7d6057d23211656b0866305cbb16,2,31761,Garlic Green Beans,Gluten-Free,Gluten-Free Side Dishes,31761|41537,Gluten-Free -> Gluten-Free Side Dishes | Labor Day -> Labor Day Side Dishes
1595a18494e90bff190c0f155fda31e9d949ebc3,2,31766,Zucchini Noodles,Gluten-Free,Gluten-Free Side Dishes,31766|41547,Gluten-Free -> Gluten-Free Side Dishes | Labor Day -> Labor Day Side Dishes
c489e8de1dc59bbebbfd62727a8c6a1385549639,2,31772,Instant Pot® Quinoa,Gluten-Free,Gluten-Free Side Dishes,31772|37969,Gluten-Free -> Gluten-Free Side Dishes | Instant Pot -> Instant Pot® Side Dishes
78d49d81e953e0871cfb905d0c0b4145e936472d,2,31774,Herbed Mushrooms with White Wine,Gluten-Free,Gluten-Free Side Dishes,31774|40731,Gluten-Free -> Gluten-Free Side Dishes | Kosher -> Kosher Side Dishes
c8c70a0289d03d1e09a00929787cdc639c1e7c8d,2,31780,Carrot Rice,Gluten-Free,Gluten-Free Side Dishes,31780|37711,Gluten-Free -> Gluten-Free Side Dishes | Indian -> Indian Side Dishes
29ecf93afe0b654081e38b4a1856382c65519a0f,2,31789,Air Fryer Vegan Sweet Potato Fritters,Gluten-Free,Gluten-Free Side Dishes,31789|37984,Gluten-Free -> Gluten-Free Side Dishes | Instant Pot -> Instant Pot® Side Dishes
c41fafb2559b3bb0e076e1fb9fdcca22e9a2fd20,2,31806,Cloud Bread,Gluten-Free,Gluten-Free Bread,31806|61941,Gluten-Free -> Gluten-Free Bread | Yeast Breads -> Gluten-Free Bread
7d02d7cbaa84a0a8de5a64a24c03b95abbf1cb38,2,31814,Almond Flour Pizza Crust,Gluten-Free,Gluten-Free Bread,31814|61949,Gluten-Free -> Gluten-Free Bread | Yeast Breads -> Gluten-Free Bread
c8f0577eb985b6b08069ac8b60b368e878a2bd34,2,31815,Chef John's Pão de Queijo (Brazilian Cheese Bread),Gluten-Free,Gluten-Free Bread,31815|61950,Gluten-Free -> Gluten-Free Bread | Yeast Breads -> Gluten-Free Bread
e855903607abe4ca45156ef6329baf4ae0ee935d,2,31817,Grain-Free Butter Bread,Gluten-Free,Gluten-Free Bread,31817|61952,Gluten-Free -> Gluten-Free Bread | Yeast Breads -> Gluten-Free Bread
d4204dbbbdf58e78cccb662f9e28ac3fbf9ea75d,2,31825,Macadamia Fat Bread,Gluten-Free,Gluten-Free Bread,31825|61960,Gluten-Free -> Gluten-Free Bread | Yeast Breads -> Gluten-Free Bread
0cfe29d1637b7dc522951ca82542a533bd6e24fe,2,31829,Mbeju (Paraguayan Cheese Flatbread),Gluten-Free,Gluten-Free Bread,31829|61964,Gluten-Free -> Gluten-Free Bread | Yeast Breads -> Gluten-Free Bread
9dff1c5377bbc97a9df0dd30b6f12f5bc223e496,2,31840,Easy Gluten-Free Bagels,Gluten-Free,Gluten-Free Bread,31840|61975,Gluten-Free -> Gluten-Free Bread | Yeast Breads -> Gluten-Free Bread
85d4fbc0756cd18c24d4c981d2234ef68ca591b5,2,31842,Paleo Banana Bread,Gluten-Free,Gluten-Free Bread,31842|61977,Gluten-Free -> Gluten-Free Bread | Yeast Breads -> Gluten-Free Bread
