food_id,canonical_name,display_name,food_family_name,entity_level,food_group,food_subgroup,energy_kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,food_subgroup_detail,processing_state,preservation_state,fibre_g_100g,sugars_g_100g,salt_g_100g,water_g_100g,alcohol_g_100g,helper_macro_profile,helper_use_as_protein,helper_use_as_carb_side,helper_use_as_veg_side,helper_is_sweet,helper_is_salty,helper_is_drink,helper_is_vegetarian,helper_is_vegan,helper_protein_bucket,helper_carb_bucket,helper_veg_bucket,primary_source_uid,primary_source_name,primary_source_ciqual_code,primary_source_name_tags,qc_macro_complete,qc_taxonomy_complete,qc_canonicalization_status,qc_scope_status,qc_source_merge_count,qc_notes
food_moubin_pure_juice_sampled_in_the_island_of_la_martinique,moubin_pure_juice_sampled_in_the_island_of_la_martinique,"Moubin, pure juice, sampled in the island of La Martinique","Moubin, pure juice",atomic,"fruits, vegetables, legumes and nuts",fruits,5.2,0.88,,0.19,fruits from Martinique and their products,,,,,,85.5,0.0,protein_low;fat_low,,,,False,False,True,,,,,,moubin-pure-juice-sampled-in-the-island-of-la-martinique_13419,"Moubin, pure juice, sampled in the island of La Martinique",13419,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_grapefruit_local_variety_pure_juice_sampled_in_the_island_of_la_martinique,grapefruit_local_variety_pure_juice_sampled_in_the_island_of_la_martinique,"Grapefruit, local variety, pure juice, sampled in the island of La Martinique","Grapefruit, pure juice",atomic,"fruits, vegetables, legumes and nuts",fruits,3.4,0.42,,0.19,fruits from Martinique and their products,,,,,,92.3,0.0,protein_low;fat_low,,,,False,False,True,,,,,,grapefruit-local-variety-pure-juice-sampled-in-the-island-of-la-martinique_13420,"Grapefruit (local variety), pure juice, sampled in the island of La Martinique",13420,local_variety,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_common_mandarin_pulp_canned_in_syrup_not_drained_sampled_in_the_island_of_la_martinique,common_mandarin_pulp_canned_in_syrup_not_drained_sampled_in_the_island_of_la_martinique,"Common mandarin, pulp, canned in syrup, not drained, sampled in the island of La Martinique","Common mandarin, pulp",semi_atomic,"fruits, vegetables, legumes and nuts",fruits,0.0,,,,fruits from Martinique and their products,,canned;drained,0.7,17.4,,,0.0,,True,False,True,True,False,,,,veggie,,,common-mandarin-pulp-canned-in-syrup-not-drained-sampled-in-the-island-of-la-martinique_13425,"Common mandarin, pulp, canned in syrup, not drained, sampled in the island of La Martinique",13425,canned,False,True,normalized_from_source_name,excluded_missing_min_macros,1,"missing minimum macro set | missing: protein_g_100g, carbs_g_100g, fat_g_100g"
food_mango_bassignac_pulp_raw_sampled_in_the_island_of_la_martinique,mango_bassignac_pulp_raw_sampled_in_the_island_of_la_martinique,"Mango bassignac, pulp, raw, sampled in the island of La Martinique","Mango bassignac, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,75.3,0.32,18.5,,fruits from Martinique and their products,raw,,3.2,,,77.3,0.0,protein_low;carb_high,True,False,True,False,False,,,,veggie,,,mango-bassignac-pulp-raw-sampled-in-the-island-of-la-martinique_13426,"Mango bassignac, pulp, raw, sampled in the island of La Martinique",13426,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: fat_g_100g
food_mango_moussache_pulp_raw_sampled_in_the_island_of_la_martinique,mango_moussache_pulp_raw_sampled_in_the_island_of_la_martinique,"Mango moussache, pulp, raw, sampled in the island of La Martinique","Mango moussache, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,88.7,1.28,20.9,,fruits from Martinique and their products,raw,,2.0,,,75.5,0.0,protein_low;carb_high,True,False,True,False,False,,,,,,,mango-moussache-pulp-raw-sampled-in-the-island-of-la-martinique_13427,"Mango moussache, pulp, raw, sampled in the island of La Martinique",13427,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: fat_g_100g
food_mangue_julie_pulp_raw_sampled_in_the_island_of_la_martinique,mangue_julie_pulp_raw_sampled_in_the_island_of_la_martinique,"Mangue julie, pulp, raw, sampled in the island of La Martinique","Mangue julie, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,76.0,0.71,18.3,,fruits from Martinique and their products,raw,,2.8,,,77.8,0.0,protein_low;carb_high,True,False,True,False,False,,,,veggie,,,mangue-julie-pulp-raw-sampled-in-the-island-of-la-martinique_13428,"Mangue julie, pulp, raw, sampled in the island of La Martinique",13428,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: fat_g_100g
food_green_mango_pulp_raw_sampled_in_the_island_of_la_martinique,green_mango_pulp_raw_sampled_in_the_island_of_la_martinique,"Green mango, pulp, raw, sampled in the island of La Martinique","Green mango, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,54.0,1.31,12.2,,fruits from Martinique and their products,raw,,3.4,,,82.1,0.0,protein_low;carb_moderate,True,False,True,False,False,,,,veggie,,,green-mango-pulp-raw-sampled-in-the-island-of-la-martinique_13429,"Green mango, pulp, raw, sampled in the island of La Martinique",13429,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: fat_g_100g
food_melon_pulp_raw_sampled_in_the_island_of_la_martinique,melon_pulp_raw_sampled_in_the_island_of_la_martinique,"Melon, pulp, raw, sampled in the island of La Martinique","Melon, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,4.7,1.08,,0.047,fruits from Martinique and their products,raw,,,,,87.0,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,melon-pulp-raw-sampled-in-the-island-of-la-martinique_13430,"Melon, pulp, raw, sampled in the island of La Martinique",13430,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_orange_local_variety_pulp_raw_sampled_in_the_island_of_la_martinique,orange_local_variety_pulp_raw_sampled_in_the_island_of_la_martinique,"Orange, local variety, pulp, raw, sampled in the island of La Martinique","Orange, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,8.4,0.6,,0.67,fruits from Martinique and their products,raw,,,,,90.2,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,orange-local-variety-pulp-raw-sampled-in-the-island-of-la-martinique_13431,"Orange (local variety), pulp, raw, sampled in the island of La Martinique",13431,local_variety,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_bitter_orange_pulp_raw_sampled_in_the_island_of_la_martinique,bitter_orange_pulp_raw_sampled_in_the_island_of_la_martinique,"Bitter orange, pulp, raw, sampled in the island of La Martinique","Bitter orange, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,6.8,0.73,,0.43,fruits from Martinique and their products,raw,,,,,91.6,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,bitter-orange-pulp-raw-sampled-in-the-island-of-la-martinique_13432,"Bitter orange, pulp, raw, sampled in the island of La Martinique",13432,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_watermelon_pulp_raw_sampled_in_the_island_of_la_martinique,watermelon_pulp_raw_sampled_in_the_island_of_la_martinique,"Watermelon, pulp, raw, sampled in the island of La Martinique","Watermelon, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,5.4,0.77,,0.26,fruits from Martinique and their products,raw,,,,,91.5,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,watermelon-pulp-raw-sampled-in-the-island-of-la-martinique_13433,"Watermelon, pulp, raw, sampled in the island of La Martinique",13433,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_cashew_apple_pulp_raw_sampled_in_the_island_of_la_martinique,cashew_apple_pulp_raw_sampled_in_the_island_of_la_martinique,"Cashew apple, pulp, raw, sampled in the island of La Martinique","Cashew apple, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,4.2,0.79,,0.11,fruits from Martinique and their products,raw,,,,,88.5,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,cashew-apple-pulp-raw-sampled-in-the-island-of-la-martinique_13434,"Cashew apple, pulp, raw, sampled in the island of La Martinique",13434,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_sugar_apple_pulp_raw_sampled_in_the_island_of_la_martinique,sugar_apple_pulp_raw_sampled_in_the_island_of_la_martinique,"Sugar apple, pulp, raw, sampled in the island of La Martinique","Sugar apple, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,11.0,1.48,,0.57,fruits from Martinique and their products,raw,,,,,67.2,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,sugar-apple-pulp-raw-sampled-in-the-island-of-la-martinique_13435,"Sugar apple, pulp, raw, sampled in the island of La Martinique",13435,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pomme_d_eau_or_malaca_apple_pulp_raw_sampled_in_the_island_of_la_martinique,pomme_d_eau_or_malaca_apple_pulp_raw_sampled_in_the_island_of_la_martinique,"Pomme d'eau or malaca apple, pulp, raw, sampled in the island of La Martinique","Pomme d'eau or malaca apple, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,2.0,0.44,,0.023,fruits from Martinique and their products,raw,,,,,91.1,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,pomme-d-eau-or-malaca-apple-pulp-raw-sampled-in-the-island-of-la-martinique_13436,"Pomme d'eau or malaca apple, pulp, raw, sampled in the island of La Martinique",13436,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pomme_liane_pulp_raw_sampled_in_the_island_of_la_martinique,pomme_liane_pulp_raw_sampled_in_the_island_of_la_martinique,"Pomme liane, pulp, raw, sampled in the island of La Martinique","Pomme liane, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,5.5,0.88,,0.22,fruits from Martinique and their products,raw,,,,,82.6,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,pomme-liane-pulp-raw-sampled-in-the-island-of-la-martinique_13437,"Pomme liane, pulp, raw, sampled in the island of La Martinique",13437,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_prune_de_cythere_mure_raw_sampled_in_the_island_of_la_martinique,prune_de_cythere_mure_raw_sampled_in_the_island_of_la_martinique,"Prune de cythère, mûre, raw, sampled in the island of La Martinique","Prune de cythere, mure",atomic,"fruits, vegetables, legumes and nuts",fruits,2.4,0.54,,0.03,fruits from Martinique and their products,raw,,,,,86.5,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,prune-de-cythere-mure-raw-sampled-in-the-island-of-la-martinique_13438,"Prune de cythère, mûre, raw, sampled in the island of La Martinique",13438,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_prune_de_cythere_or_pommecythere_or_golden_apple_green_or_immature_whole_raw_sampled_in_the_island_of_la_martinique,prune_de_cythere_or_pommecythere_or_golden_apple_green_or_immature_whole_raw_sampled_in_the_island_of_la_martinique,"Prune de cythère or pommecythere or golden apple, green or immature, whole, raw, sampled in the island of La Martinique","Prune de cythere or pommecythere or golden apple, green or immature, whole",atomic,"fruits, vegetables, legumes and nuts",fruits,3.0,0.6,,0.07,fruits from Martinique and their products,raw,,,,,89.6,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,prune-de-cythere-or-pommecythere-or-golden-apple-green-or-immature-whole-raw-sampled-in-the-island-of-la-martinique_13439,"Prune de cythère or pommecythere or golden apple, green or immature,whole, raw, sampled in the island of La Martinique",13439,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_jacques_pulp_raw_sampled_in_the_island_of_la_martinique,jacques_pulp_raw_sampled_in_the_island_of_la_martinique,"Jacques, pulp, raw, sampled in the island of La Martinique","Jacques, pulp",atomic,"fruits, vegetables, legumes and nuts",fruits,9.8,1.98,,0.21,fruits from Martinique and their products,raw,,,,,69.9,0.0,protein_low;fat_low,True,False,True,False,False,,,,veggie,,,jacques-pulp-raw-sampled-in-the-island-of-la-martinique_13440,"Jacques, pulp, raw, sampled in the island of La Martinique",13440,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_wheat_whole_raw,wheat_whole_raw,"Wheat, whole, raw","Wheat, whole",atomic,cereal products,"pasta, rice and grains",0.0,,,,"pasta, rice and grains, raw",raw,,,,,,0.0,,False,True,False,False,False,,,,,,,wheat-whole-raw_9010,"Wheat, whole, raw",9010,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,"missing minimum macro set | missing: protein_g_100g, carbs_g_100g, fat_g_100g"
food_rice_thai_or_basmati_cooked,rice_thai_or_basmati_cooked,"Rice, thaï or basmati, cooked","Rice, thai or basmati",semi_atomic,cereal products,"pasta, rice and grains",124.6,2.86,28.3,,"pasta, rice and grains, raw",cooked,,0.8,0.0,0.0,67.8,0.0,protein_low;carb_high,False,True,False,False,False,,True,True,,grains_refined,,rice-thai-or-basmati-cooked_9120,"Rice, thaï or basmati, cooked",9120,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: fat_g_100g
food_maize_crispbreads,maize_crispbreads,Maize crispbreads,Maize crispbreads,semi_atomic,cereal products,breads and similar,43.6,7.08,,1.7,rusks,,,,0.3,0.2,2.6,0.0,protein_moderate;fat_low,False,True,False,False,False,,True,True,,grains_refined,,maize-crispbreads_7354,Maize crispbreads,7354,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_beef_sirloin_steak_roasted_baked,beef_sirloin_steak_roasted_baked,"Beef, sirloin steak, roasted/baked","Beef, sirloin steak",semi_atomic,"meat, egg and fish",cooked meat,194.0,28.8,,8.71,beef and veal,baked;roasted,,0.0,,,62.0,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,lean_red,,,beef-sirloin-steak-roasted-baked_6105,"Beef, sirloin steak, roasted/baked",6105,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_beef_thin_flank_grilled_pan_fried,beef_thin_flank_grilled_pan_fried,"Beef, thin flank, grilled/pan-fried","Beef, thin flank",semi_atomic,"meat, egg and fish",cooked meat,174.0,21.6,,9.76,beef and veal,fried;grilled,,0.0,,,67.6,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,lean_red,,,beef-thin-flank-grilled-pan-fried_6131,"Beef, thin flank, grilled/pan-fried",6131,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_beef_cheek_braised_or_boiled,beef_cheek_braised_or_boiled,"Beef, cheek, braised or boiled","Beef, cheek, braised or boiled",semi_atomic,"meat, egg and fish",cooked meat,236.0,39.2,,8.82,beef and veal,cooked,,0.0,,,52.9,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,lean_red,,,beef-cheek-braised-or-boiled_6141,"Beef, cheek, braised or boiled",6141,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_beef_knuckle_boiled_cooked_in_water,beef_knuckle_boiled_cooked_in_water,"Beef, knuckle, boiled/cooked in water","Beef, knuckle",semi_atomic,"meat, egg and fish",cooked meat,161.0,31.0,,4.1,beef and veal,cooked,,0.0,,,,0.0,protein_high,True,False,False,False,False,,,,lean_red,,,beef-knuckle-boiled-cooked-in-water_6151,"Beef, knuckle, boiled/cooked in water",6151,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_beef_topside_grilled_pan_fried,beef_topside_grilled_pan_fried,"Beef, topside, grilled/pan-fried","Beef, topside",semi_atomic,"meat, egg and fish",cooked meat,141.0,28.7,,2.92,beef and veal,fried;grilled,,0.0,,,68.5,0.0,protein_high;fat_low,True,False,False,False,False,,,,lean_red,,,beef-topside-grilled-pan-fried_6161,"Beef, topside, grilled/pan-fried",6161,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_beef_topside_roasted_baked,beef_topside_roasted_baked,"Beef, topside, roasted/baked","Beef, topside",semi_atomic,"meat, egg and fish",cooked meat,146.0,29.8,,3.03,beef and veal,baked;roasted,,0.0,,,67.4,0.0,protein_high,True,False,False,False,False,,,,lean_red,,,beef-topside-roasted-baked_6162,"Beef, topside, roasted/baked",6162,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
