recipe_ingredient_id,recipe_id,ingredient_position,ingredient_raw_text,ingredient_name_parsed,ingredient_name_normalized,quantity_value,quantity_unit,quantity_text,quantity_grams_estimated,ingredient_role,ingredient_slot_key,is_optional,is_substitutable,substitution_group_id,mapped_food_id,mapped_food_canonical_name,mapping_status,mapping_confidence,mapping_method,mapping_notes,qc_ingredient_status,qc_notes
recipes_v1_2_round28_plus30_001_ingredient_006,recipes_v1_2_round28_plus30_001,6,¼ cup chopped green bell pepper,chopped green bell pepper,green bell pepper,0.25,cup,,,seasoning,green_bell_pepper,0,1,,food_sweet_pepper_green_yellow_or_red_raw,sweet_pepper_green_yellow_or_red_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_001_ingredient_007,recipes_v1_2_round28_plus30_001,7,3 large eggs,eggs,eggs,3.0,count,,150.0,protein,eggs,0,1,,food_egg_raw,egg_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_001_ingredient_008,recipes_v1_2_round28_plus30_001,8,½ cup milk,milk,milk,0.5,cup,,122.5,veg,milk,0,1,,food_milk_semi_skimmed_pasteurised,milk_semi_skimmed_pasteurised,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_001_ingredient_009,recipes_v1_2_round28_plus30_001,9,½ teaspoon salt,salt,salt,0.5,teaspoon,,3.0,seasoning,salt,0,1,,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_001_ingredient_010,recipes_v1_2_round28_plus30_001,10,¼ teaspoon ground black pepper,ground black pepper,black pepper,0.25,teaspoon,,0.57,seasoning,black_pepper,0,1,,food_black_pepper_powder,black_pepper_powder,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_002_ingredient_001,recipes_v1_2_round28_plus30_002,1,cooking spray,cooking spray,cooking spray,,,,,veg,cooking_spray,0,1,,,,review_needed,low,parse_review_needed,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_002_ingredient_002,recipes_v1_2_round28_plus30_002,2,"5 small tri-color baby potatoes, thinly sliced",tri-color baby potatoes,tri color baby potatoes,5.0,count,,750,carb,tri_color_baby_potatoes,0,1,,food_potato_peeled_raw,potato_peeled_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_002_ingredient_003,recipes_v1_2_round28_plus30_002,3,¼ stick butter,stick butter,stick butter,0.25,count,,,fat_source,stick_butter,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_002_ingredient_004,recipes_v1_2_round28_plus30_002,4,10 small eggs,eggs,eggs,10.0,count,,500.0,protein,eggs,0,1,,food_egg_raw,egg_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_002_ingredient_005,recipes_v1_2_round28_plus30_002,5,"1 small yellow bell pepper, finely chopped",yellow bell pepper,yellow bell pepper,1.0,count,,120,seasoning,yellow_bell_pepper,0,1,,food_sweet_pepper_green_yellow_or_red_raw,sweet_pepper_green_yellow_or_red_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_002_ingredient_006,recipes_v1_2_round28_plus30_002,6,"1 small tomato, finely chopped",tomato,tomato,1.0,count,,,veg,tomato,0,1,,food_tomato_raw,tomato_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_002_ingredient_007,recipes_v1_2_round28_plus30_002,7,½ cup fresh spinach,fresh spinach,spinach,0.5,cup,,,veg,spinach,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_002_ingredient_008,recipes_v1_2_round28_plus30_002,8,¼ cup chopped ham,chopped ham,ham,0.25,cup,,,veg,ham,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_002_ingredient_009,recipes_v1_2_round28_plus30_002,9,¼ cup chopped white onion,chopped white onion,white onion,0.25,cup,,40,veg,white_onion,0,1,,food_onion_raw,onion_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_002_ingredient_010,recipes_v1_2_round28_plus30_002,10,"1 slice mozzarella cheese, cut into 12 cubes",mozzarella cheese,mozzarella cheese,1.0,slice,,,veg,mozzarella_cheese,0,1,,food_mozzarella_cheese_from_cow_s_milk,mozzarella_cheese_from_cow_s_milk,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_006_ingredient_001,recipes_v1_2_round28_plus30_006,1,2 tablespoons olive oil,olive oil,olive oil,2.0,tablespoon,,27.0,fat_source,olive_oil,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_006_ingredient_002,recipes_v1_2_round28_plus30_006,2,"6 small red potatoes, sliced",red potatoes,red potatoes,6.0,count,,900,carb,red_potatoes,0,1,,food_potato_peeled_raw,potato_peeled_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_006_ingredient_003,recipes_v1_2_round28_plus30_006,3,1 cup torn fresh spinach,torn fresh spinach,torn spinach,1.0,cup,,,veg,torn_spinach,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_006_ingredient_004,recipes_v1_2_round28_plus30_006,4,2 tablespoons sliced green onions,sliced green onions,green onions,2.0,tablespoon,,,veg,green_onions,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_006_ingredient_005,recipes_v1_2_round28_plus30_006,5,1 teaspoon crushed garlic,crushed garlic,garlic,1.0,teaspoon,,,veg,garlic,0,1,,food_garlic_fresh,garlic_fresh,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_006_ingredient_006,recipes_v1_2_round28_plus30_006,6,salt and pepper to taste,salt and pepper,salt and pepper,,,,,seasoning,salt_and_pepper,0,1,,,,review_needed,low,parse_review_needed,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_006_ingredient_007,recipes_v1_2_round28_plus30_006,7,6 large eggs,eggs,eggs,6.0,count,,300.0,protein,eggs,0,1,,food_egg_raw,egg_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_006_ingredient_008,recipes_v1_2_round28_plus30_006,8,⅓ cup milk,milk,milk,0.3333,cup,,81.66,veg,milk,0,1,,food_milk_semi_skimmed_pasteurised,milk_semi_skimmed_pasteurised,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_006_ingredient_009,recipes_v1_2_round28_plus30_006,9,½ cup shredded Cheddar cheese,shredded Cheddar cheese,cheddar cheese,0.5,cup,,,veg,cheddar_cheese,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_008_ingredient_001,recipes_v1_2_round28_plus30_008,1,1 (9-inch) unbaked deep dish pie crust,unbaked deep dish pie crust,unbaked deep dish pie crust,1.0,count,,,veg,unbaked_deep_dish_pie_crust,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_008_ingredient_002,recipes_v1_2_round28_plus30_008,2,1 tablespoon olive oil,olive oil,olive oil,1.0,tablespoon,,13.5,fat_source,olive_oil,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_008_ingredient_003,recipes_v1_2_round28_plus30_008,3,"1 onion, thinly sliced",onion,onion,1.0,count,,110.0,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_008_ingredient_004,recipes_v1_2_round28_plus30_008,4,"2 tomatoes, peeled and sliced",tomatoes,tomatoes,2.0,count,,,veg,tomatoes,0,1,,food_tomato_raw,tomato_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_008_ingredient_005,recipes_v1_2_round28_plus30_008,5,2 tablespoons all-purpose flour,all-purpose flour,all purpose flour,2.0,tablespoon,,16,veg,all_purpose_flour,0,1,,food_wheat_flour_white_all_purpose_enriched_unbleached,wheat_flour_white_all_purpose_enriched_unbleached,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_008_ingredient_006,recipes_v1_2_round28_plus30_008,6,2 teaspoons dried basil,dried basil,basil,2.0,teaspoon,,,seasoning,basil,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_008_ingredient_007,recipes_v1_2_round28_plus30_008,7,"3 large eggs, beaten",eggs,eggs,3.0,count,,150.0,protein,eggs,0,1,,food_egg_raw,egg_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_008_ingredient_008,recipes_v1_2_round28_plus30_008,8,½ cup milk,milk,milk,0.5,cup,,122.5,veg,milk,0,1,,food_milk_semi_skimmed_pasteurised,milk_semi_skimmed_pasteurised,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_008_ingredient_009,recipes_v1_2_round28_plus30_008,9,salt and pepper to taste,salt and pepper,salt and pepper,,,,,seasoning,salt_and_pepper,0,1,,,,review_needed,low,parse_review_needed,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_008_ingredient_010,recipes_v1_2_round28_plus30_008,10,"1 ½ cups shredded Colby-Monterey Jack cheese, divided",shredded Colby-Monterey Jack cheese,colby monterey jack cheese,1.5,cup,,,veg,colby_monterey_jack_cheese,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_010_ingredient_001,recipes_v1_2_round28_plus30_010,1,8 ounces fettuccini pasta,fettuccini pasta,fettuccini pasta,8.0,ounce,,226.8,carb,fettuccini_pasta,0,1,,food_dried_pasta_raw,dried_pasta_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_010_ingredient_002,recipes_v1_2_round28_plus30_010,2,2 tablespoons butter,butter,butter,2.0,tablespoon,,28.4,fat_source,butter,0,1,,food_butter_82_fat_unsalted,butter_82_fat_unsalted,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_010_ingredient_003,recipes_v1_2_round28_plus30_010,3,"3 skinless, boneless chicken breast halves - cut into chunks",chicken breast halves - cut into chunks,chicken breast halves cut into chunks,3.0,count,,450,protein,chicken_breast_halves_cut_into_chunks,0,1,,food_chicken_breast_without_skin_raw,chicken_breast_without_skin_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_010_ingredient_004,recipes_v1_2_round28_plus30_010,4,"8 ounces mushrooms, sliced",mushrooms,mushrooms,8.0,ounce,,226.8,veg,mushrooms,0,1,,food_button_mushroom_or_cultivated_mushroom_raw,button_mushroom_or_cultivated_mushroom_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_010_ingredient_005,recipes_v1_2_round28_plus30_010,5,1 teaspoon garlic salt,garlic salt,garlic salt,1.0,teaspoon,,6.0,seasoning,garlic_salt,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_010_ingredient_006,recipes_v1_2_round28_plus30_010,6,⅛ teaspoon ground black pepper,ground black pepper,black pepper,0.125,teaspoon,,0.29,seasoning,black_pepper,0,1,,food_black_pepper_powder,black_pepper_powder,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_010_ingredient_007,recipes_v1_2_round28_plus30_010,7,1 ½ cups heavy cream,heavy cream,heavy cream,1.5,cup,,,veg,heavy_cream,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_010_ingredient_008,recipes_v1_2_round28_plus30_010,8,¼ cup grated Parmesan cheese,grated Parmesan cheese,parmesan cheese,0.25,cup,,25.0,veg,parmesan_cheese,0,1,,food_parmesan_cheese_hard,parmesan_cheese_hard,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_011_ingredient_001,recipes_v1_2_round28_plus30_011,1,"3 tablespoons vegetable oil, divided",vegetable oil,vegetable oil,3.0,tablespoon,,40.5,fat_source,vegetable_oil,0,1,,food_combined_oil_blended_vegetable_oils,combined_oil_blended_vegetable_oils,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_011_ingredient_002,recipes_v1_2_round28_plus30_011,2,"3 eggs, beaten",eggs,eggs,3.0,count,,150.0,protein,eggs,0,1,,food_egg_raw,egg_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_011_ingredient_003,recipes_v1_2_round28_plus30_011,3,"3 cups cold, cooked white rice",cooked white rice,white rice,3.0,cup,,555.0,carb,white_rice,0,1,,food_rice_raw,rice_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_011_ingredient_004,recipes_v1_2_round28_plus30_011,4,2 cups chopped cooked chicken,chopped cooked chicken,chicken,2.0,cup,,,protein,chicken,0,1,,food_chicken_meat_raw,chicken_meat_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_011_ingredient_005,recipes_v1_2_round28_plus30_011,5,½ cup sliced celery,sliced celery,celery,0.5,cup,,,veg,celery,0,1,,food_celery_stalk_raw,celery_stalk_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_011_ingredient_006,recipes_v1_2_round28_plus30_011,6,½ cup shredded carrot,shredded carrot,carrot,0.5,cup,,64,veg,carrot,0,1,,food_carrot_raw,carrot_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_011_ingredient_007,recipes_v1_2_round28_plus30_011,7,"1 cup frozen green peas, thawed",frozen green peas,green peas,1.0,cup,,,veg,green_peas,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_011_ingredient_008,recipes_v1_2_round28_plus30_011,8,"2 green onions, sliced",green onions,green onions,2.0,count,,220.0,veg,green_onions,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_011_ingredient_009,recipes_v1_2_round28_plus30_011,9,3 tablespoons soy sauce,soy sauce,soy sauce,3.0,tablespoon,,48.0,veg,soy_sauce,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_012_ingredient_001,recipes_v1_2_round28_plus30_012,1,1 quart water,quart water,quart water,1.0,count,,,veg,quart_water,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_012_ingredient_002,recipes_v1_2_round28_plus30_012,2,"4 carrots, sliced",carrots,carrots,4.0,count,,240,veg,carrots,0,1,,food_carrot_raw,carrot_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_012_ingredient_003,recipes_v1_2_round28_plus30_012,3,"2 small potatoes, peeled and diced",potatoes,potatoes,2.0,count,,300,carb,potatoes,0,1,,food_potato_peeled_raw,potato_peeled_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_012_ingredient_004,recipes_v1_2_round28_plus30_012,4,"1 medium onion, diced",onion,onion,1.0,count,,110.0,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_012_ingredient_005,recipes_v1_2_round28_plus30_012,5,"1 ½ cups salsa, medium or hot",or hot,or hot,1.5,cup,,,veg,or_hot,0,1,,,,review_needed,low,parse_review_needed,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_012_ingredient_006,recipes_v1_2_round28_plus30_012,6,2 beef bouillon cubes,beef bouillon cubes,beef bouillon cubes,2.0,count,,,protein,beef_bouillon_cubes,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_012_ingredient_007,recipes_v1_2_round28_plus30_012,7,1 ½ pounds ground beef,ground beef,beef,1.5,pound,,680.39,protein,beef,0,1,,food_beef_minced_steak_15_fat_raw,beef_minced_steak_15_fat_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
