recipe_ingredient_id,recipe_id,ingredient_position,ingredient_raw_text,ingredient_name_parsed,ingredient_name_normalized,quantity_value,quantity_unit,quantity_text,quantity_grams_estimated,ingredient_role,ingredient_slot_key,is_optional,is_substitutable,substitution_group_id,mapped_food_id,mapped_food_canonical_name,mapping_status,mapping_confidence,mapping_method,mapping_notes,qc_ingredient_status,qc_notes
recipes_v1_2_round37_plus100_080_ingredient_010,recipes_v1_2_round37_plus100_080,10,3 cups beef broth,beef broth,beef broth,3.0,cup,,,protein,beef_broth,0,1,,,,unmapped,low,no_round37_safe_alias,,needs_review_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_081_ingredient_001,recipes_v1_2_round37_plus100_081,1,1 pound salted cod fish,salted cod fish,salted cod fish,1.0,pound,,453.59,seasoning,salted_cod_fish,0,1,,food_cod_atlantic_dried_and_salted,cod_atlantic_dried_and_salted,accepted_auto,high,round38_repair_alias_mapping,round38_safe_local_repair,accepted_auto_round38_repair,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_081_ingredient_002,recipes_v1_2_round37_plus100_081,2,"2 large potatoes, peeled and cubed",potatoes,potatoes,2.0,count,,340,carb,potatoes,0,1,,food_potato_peeled_raw,potato_peeled_raw,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_081_ingredient_003,recipes_v1_2_round37_plus100_081,3,1 teaspoon seafood seasoning,seafood seasoning,seafood seasoning,1.0,teaspoon,,,veg,seafood_seasoning,0,1,,,,unmapped,low,no_round37_safe_alias,,needs_review_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_081_ingredient_004,recipes_v1_2_round37_plus100_081,4,ground black pepper to taste,ground black pepper,black pepper,,,,,seasoning,black_pepper,0,1,,food_black_pepper_powder,black_pepper_powder,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_081_ingredient_005,recipes_v1_2_round37_plus100_081,5,½ cup chopped fresh parsley,chopped fresh parsley,parsley,0.5,cup,,,veg,parsley,0,1,,,,unmapped,low,no_round37_safe_alias,,needs_review_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_081_ingredient_006,recipes_v1_2_round37_plus100_081,6,"2 eggs, beaten",eggs,eggs,2.0,count,,100.0,protein,eggs,0,1,,food_egg_raw,egg_raw,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_081_ingredient_007,recipes_v1_2_round37_plus100_081,7,"1 large onion, finely chopped",onion,onion,1.0,count,,150.0,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_081_ingredient_008,recipes_v1_2_round37_plus100_081,8,½ cup all-purpose flour,all-purpose flour,all purpose flour,0.5,cup,,60.0,veg,all_purpose_flour,0,1,,food_wheat_flour_white_all_purpose_enriched_unbleached,wheat_flour_white_all_purpose_enriched_unbleached,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_081_ingredient_009,recipes_v1_2_round37_plus100_081,9,¼ cup olive oil for frying,olive oil for frying,olive oil for frying,0.25,cup,,54.0,fat_source,olive_oil_for_frying,0,1,,,,unmapped,low,no_round37_safe_alias,,needs_review_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_090_ingredient_001,recipes_v1_2_round37_plus100_090,1,1 (8 ounce) package dry rotini pasta,dry rotini pasta,dry rotini pasta,1.0,package,,226.8,carb,dry_rotini_pasta,0,1,,food_dried_pasta_raw,dried_pasta_raw,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_090_ingredient_002,recipes_v1_2_round37_plus100_090,2,2 tablespoons olive oil,olive oil,olive oil,2.0,tablespoon,,27.0,fat_source,olive_oil,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_090_ingredient_003,recipes_v1_2_round37_plus100_090,3,"1 (23 ounce) Smithfield garlic & herb seasoned pork sirloin, cut into thin strips",Smithfield garlic & herb seasoned pork sirloin,smithfield garlic and herb seasoned pork sirloin,1.0,count,,,protein,smithfield_garlic_and_herb_seasoned_pork_sirloin,0,1,,,,unmapped,low,no_round37_safe_alias,,needs_review_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_090_ingredient_004,recipes_v1_2_round37_plus100_090,4,"2 small zucchini, sliced lengthwise and cut into 1/2-inch slices",zucchini,zucchini,2.0,count,,,veg,zucchini,0,1,,food_courgette_or_zucchini_pulp_and_peel_raw,courgette_or_zucchini_pulp_and_peel_raw,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_090_ingredient_005,recipes_v1_2_round37_plus100_090,5,"1 small red onion, thinly sliced",red onion,red onion,1.0,count,,70.0,veg,red_onion,0,1,,food_red_onion_raw,red_onion_raw,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_090_ingredient_006,recipes_v1_2_round37_plus100_090,6,8 ounces sliced fresh mushrooms,sliced fresh mushrooms,mushrooms,8.0,ounce,,226.8,veg,mushrooms,0,1,,food_button_mushroom_or_cultivated_mushroom_raw,button_mushroom_or_cultivated_mushroom_raw,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_090_ingredient_007,recipes_v1_2_round37_plus100_090,7,½ cup julienne sliced sun-dried tomatoes,julienne sliced sun-dried tomatoes,julienne sun tomatoes,0.5,cup,,75,veg,julienne_sun_tomatoes,0,1,,food_tomato_dried,tomato_dried,accepted_auto,medium,round38_repair_alias_mapping,round38_safe_local_repair,accepted_auto_round38_repair,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_090_ingredient_008,recipes_v1_2_round37_plus100_090,8,¼ cup butter,butter,butter,0.25,cup,,,fat_source,butter,0,1,,food_butter_82_fat_unsalted,butter_82_fat_unsalted,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_090_ingredient_009,recipes_v1_2_round37_plus100_090,9,1 teaspoon minced garlic,minced garlic,garlic,1.0,teaspoon,,,veg,garlic,0,1,,food_garlic_fresh,garlic_fresh,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_090_ingredient_010,recipes_v1_2_round37_plus100_090,10,½ cup grated Parmesan cheese,grated Parmesan cheese,parmesan cheese,0.5,cup,,50.0,veg,parmesan_cheese,0,1,,food_parmesan_cheese_hard,parmesan_cheese_hard,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round37_plus100_090_ingredient_011,recipes_v1_2_round37_plus100_090,11,2 tablespoons chopped fresh basil,chopped fresh basil,basil,2.0,tablespoon,,,seasoning,basil,0,1,,,,unmapped,low,no_round37_safe_alias,,needs_review_round37,round37_targeted_expansion; round38_safe_manual_repair
recipes_v1_2_round30_plus15_007_ingredient_001,recipes_v1_2_round30_plus15_007,1,1 ½ cups chicken broth,chicken broth,chicken broth,1.5,cup,,,protein,chicken_broth,0,1,,food_chicken_broth_ready_to_serve,chicken_broth_ready_to_serve,accepted_auto,high,round30_existing_fooddb_alias,round30_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; manual_batch1_verified_fooddb
recipes_v1_2_round30_plus15_007_ingredient_002,recipes_v1_2_round30_plus15_007,2,1 cup uncooked long-grain rice,uncooked long-grain rice,uncooked long grain rice,1.0,cup,,185.0,carb,uncooked_long_grain_rice,0,1,,food_rice_raw,rice_raw,accepted_auto,high,round30_existing_fooddb_alias,round30_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; manual_batch1_verified_fooddb
recipes_v1_2_round30_plus15_007_ingredient_003,recipes_v1_2_round30_plus15_007,3,½ cup red enchilada sauce,red enchilada sauce,red enchilada sauce,0.5,cup,,,veg,red_enchilada_sauce,0,1,,,,unmapped,low,no_round30_safe_alias,,needs_review_round37,round37_targeted_expansion; manual_batch1_verified_fooddb
recipes_v1_2_round30_plus15_007_ingredient_004,recipes_v1_2_round30_plus15_007,4,"1 ½ onion, diced, divided",onion,onion,1.5,count,,165.0,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,high,round30_existing_fooddb_alias,round30_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; manual_batch1_verified_fooddb
recipes_v1_2_round30_plus15_007_ingredient_005,recipes_v1_2_round30_plus15_007,5,6 (12 inch) flour tortillas,flour tortillas,flour tortillas,6.0,count,,270,veg,flour_tortillas,0,1,,food_wheat_tortilla_wrap_to_be_filled,wheat_tortilla_wrap_to_be_filled,accepted_auto,high,round30_existing_fooddb_alias,round30_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; manual_batch1_verified_fooddb
recipes_v1_2_round30_plus15_007_ingredient_006,recipes_v1_2_round30_plus15_007,6,"4 cups diced cooked chicken breast, divided",diced cooked chicken breast,chicken breast,4.0,cup,,,protein,chicken_breast,0,1,,food_chicken_breast_without_skin_raw,chicken_breast_without_skin_raw,accepted_auto,high,round30_existing_fooddb_alias,round30_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; manual_batch1_verified_fooddb
recipes_v1_2_round30_plus15_007_ingredient_007,recipes_v1_2_round30_plus15_007,7,"1 pound Monterey Jack cheese, shredded, divided",Monterey Jack cheese,monterey jack cheese,1.0,pound,,453.59,veg,monterey_jack_cheese,0,1,,,,unmapped,low,no_round30_safe_alias,,needs_review_round37,round37_targeted_expansion; manual_batch1_verified_fooddb
recipes_v1_2_round30_plus15_007_ingredient_008,recipes_v1_2_round30_plus15_007,8,1 (6 ounce) can sliced black olives,sliced black olives,black olives,1.0,can,,170.1,veg,black_olives,0,1,,,,review_needed,low,parse_review_needed,,needs_review_round37,round37_targeted_expansion; manual_batch1_verified_fooddb
recipes_v1_2_round30_plus15_007_ingredient_009,recipes_v1_2_round30_plus15_007,9,"4 cups refried beans, divided",refried beans,refried beans,4.0,cup,,700,protein,refried_beans,0,1,,food_v1_2_candidate_refried_beans_canned_traditional,refried_beans_canned_traditional,accepted_auto,medium,manual_batch1_verified_source_alias,manual_batch1_verified_fooddb_item,accepted_auto_manual_batch1,round37_targeted_expansion; manual_batch1_verified_fooddb
recipes_v1_2_round30_plus15_007_ingredient_010,recipes_v1_2_round30_plus15_007,10,¼ cup vegetable oil,vegetable oil,vegetable oil,0.25,cup,,54.0,fat_source,vegetable_oil,0,1,,food_combined_oil_blended_vegetable_oils,combined_oil_blended_vegetable_oils,accepted_auto,high,round30_existing_fooddb_alias,round30_targeted_existing_fooddb_item,accepted_auto_round37,round37_targeted_expansion; manual_batch1_verified_fooddb
recipes_v1_2_round41_manual_001_ingredient_001,recipes_v1_2_round41_manual_001,1,180 g Greek style plain yogurt,Greek style plain yogurt,greek_style_plain_yogurt,180,g,180,180.0,dairy,yogurt_greek_style_plain,0,1,,food_yogurt_greek_style_plain,yogurt_greek_style_plain,accepted_auto,high,manual_curated_round41,manual_curated_round41:yogurt_greek_style_plain,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_001_ingredient_002,recipes_v1_2_round41_manual_001,2,55 g Raw oats,Raw oats,raw_oats,55,g,55,55.0,carb_source,oat_raw,0,1,,food_oat_raw,oat_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:oat_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_001_ingredient_003,recipes_v1_2_round41_manual_001,3,120 g Banana,Banana,banana,120,g,120,120.0,fruit,banana_pulp_raw,0,1,,food_banana_pulp_raw,banana_pulp_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:banana_pulp_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_001_ingredient_004,recipes_v1_2_round41_manual_001,4,60 g Semi skimmed milk,Semi skimmed milk,semi_skimmed_milk,60,g,60,60.0,dairy,milk_semi_skimmed_pasteurised,0,1,,food_milk_semi_skimmed_pasteurised,milk_semi_skimmed_pasteurised,accepted_auto,high,manual_curated_round41,manual_curated_round41:milk_semi_skimmed_pasteurised,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_002_ingredient_001,recipes_v1_2_round41_manual_002,1,60 g Raw oats,Raw oats,raw_oats,60,g,60,60.0,carb_source,oat_raw,0,1,,food_oat_raw,oat_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:oat_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_002_ingredient_002,recipes_v1_2_round41_manual_002,2,220 g Semi skimmed milk,Semi skimmed milk,semi_skimmed_milk,220,g,220,220.0,dairy,milk_semi_skimmed_pasteurised,0,1,,food_milk_semi_skimmed_pasteurised,milk_semi_skimmed_pasteurised,accepted_auto,high,manual_curated_round41,manual_curated_round41:milk_semi_skimmed_pasteurised,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_002_ingredient_003,recipes_v1_2_round41_manual_002,3,140 g Apple,Apple,apple,140,g,140,140.0,fruit,apple_pulp_and_peel_raw,0,1,,food_apple_pulp_and_peel_raw,apple_pulp_and_peel_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:apple_pulp_and_peel_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_002_ingredient_004,recipes_v1_2_round41_manual_002,4,100 g Greek style plain yogurt,Greek style plain yogurt,greek_style_plain_yogurt,100,g,100,100.0,dairy,yogurt_greek_style_plain,0,1,,food_yogurt_greek_style_plain,yogurt_greek_style_plain,accepted_auto,high,manual_curated_round41,manual_curated_round41:yogurt_greek_style_plain,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_003_ingredient_001,recipes_v1_2_round41_manual_003,1,120 g Eggs,Eggs,eggs,120,g,120,120.0,protein,egg_raw,0,1,,food_egg_raw,egg_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:egg_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_003_ingredient_002,recipes_v1_2_round41_manual_003,2,80 g Wholemeal bread,Wholemeal bread,wholemeal_bread,80,g,80,80.0,carb_source,bread_wholemeal_or_integral_bread_made_with_flour_type_150,0,1,,food_bread_wholemeal_or_integral_bread_made_with_flour_type_150,bread_wholemeal_or_integral_bread_made_with_flour_type_150,accepted_auto,high,manual_curated_round41,manual_curated_round41:bread_wholemeal_or_integral_bread_made_with_flour_type_150,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_003_ingredient_003,recipes_v1_2_round41_manual_003,3,60 g Spinach,Spinach,spinach,60,g,60,60.0,veg,spinach_raw,0,1,,food_spinach_raw,spinach_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:spinach_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_003_ingredient_004,recipes_v1_2_round41_manual_003,4,120 g Tomato,Tomato,tomato,120,g,120,120.0,veg,tomato_raw,0,1,,food_tomato_raw,tomato_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:tomato_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_003_ingredient_005,recipes_v1_2_round41_manual_003,5,5 g Olive oil,Olive oil,olive_oil,5,g,5,5.0,fat_source,olive_oil_extra_virgin,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,manual_curated_round41,manual_curated_round41:olive_oil_extra_virgin,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_004_ingredient_001,recipes_v1_2_round41_manual_004,1,130 g Eggs,Eggs,eggs,130,g,130,130.0,protein,egg_raw,0,1,,food_egg_raw,egg_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:egg_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_004_ingredient_002,recipes_v1_2_round41_manual_004,2,180 g Cooked potato,Cooked potato,cooked_potato,180,g,180,180.0,carb_source,potato_cooked,0,1,,food_potato_cooked,potato_cooked,accepted_auto,high,manual_curated_round41,manual_curated_round41:potato_cooked,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_004_ingredient_003,recipes_v1_2_round41_manual_004,3,70 g Spinach,Spinach,spinach,70,g,70,70.0,veg,spinach_raw,0,1,,food_spinach_raw,spinach_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:spinach_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_004_ingredient_004,recipes_v1_2_round41_manual_004,4,25 g Cheddar cheese,Cheddar cheese,cheddar_cheese,25,g,25,25.0,dairy,cheddar_cheese,0,1,,food_v1_2_candidate_cheddar_cheese,cheddar_cheese,accepted_auto,high,manual_curated_round41,manual_curated_round41:cheddar_cheese,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_004_ingredient_005,recipes_v1_2_round41_manual_004,5,5 g Olive oil,Olive oil,olive_oil,5,g,5,5.0,fat_source,olive_oil_extra_virgin,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,manual_curated_round41,manual_curated_round41:olive_oil_extra_virgin,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_005_ingredient_001,recipes_v1_2_round41_manual_005,1,70 g Egg,Egg,egg,70,g,70,70.0,protein,egg_raw,0,1,,food_egg_raw,egg_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:egg_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_005_ingredient_002,recipes_v1_2_round41_manual_005,2,50 g Cooked ham,Cooked ham,cooked_ham,50,g,50,50.0,protein,cooked_ham_choice_rind_less_and_fatless,0,1,,food_cooked_ham_choice_rind_less_and_fatless,cooked_ham_choice_rind_less_and_fatless,accepted_auto,high,manual_curated_round41,manual_curated_round41:cooked_ham_choice_rind_less_and_fatless,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_005_ingredient_003,recipes_v1_2_round41_manual_005,3,25 g Cheddar cheese,Cheddar cheese,cheddar_cheese,25,g,25,25.0,dairy,cheddar_cheese,0,1,,food_v1_2_candidate_cheddar_cheese,cheddar_cheese,accepted_auto,high,manual_curated_round41,manual_curated_round41:cheddar_cheese,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_005_ingredient_004,recipes_v1_2_round41_manual_005,4,90 g Wholemeal bread,Wholemeal bread,wholemeal_bread,90,g,90,90.0,carb_source,bread_wholemeal_or_integral_bread_made_with_flour_type_150,0,1,,food_bread_wholemeal_or_integral_bread_made_with_flour_type_150,bread_wholemeal_or_integral_bread_made_with_flour_type_150,accepted_auto,high,manual_curated_round41,manual_curated_round41:bread_wholemeal_or_integral_bread_made_with_flour_type_150,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_005_ingredient_005,recipes_v1_2_round41_manual_005,5,100 g Tomato,Tomato,tomato,100,g,100,100.0,veg,tomato_raw,0,1,,food_tomato_raw,tomato_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:tomato_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_006_ingredient_001,recipes_v1_2_round41_manual_006,1,70 g Wheat tortilla wrap,Wheat tortilla wrap,wheat_tortilla_wrap,70,g,70,70.0,carb_source,wheat_tortilla_wrap_to_be_filled,0,1,,food_wheat_tortilla_wrap_to_be_filled,wheat_tortilla_wrap_to_be_filled,accepted_auto,high,manual_curated_round41,manual_curated_round41:wheat_tortilla_wrap_to_be_filled,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_006_ingredient_002,recipes_v1_2_round41_manual_006,2,70 g Turkey cooked ham,Turkey cooked ham,turkey_cooked_ham,70,g,70,70.0,protein,turkey_cooked_ham_in_slices,0,1,,food_turkey_cooked_ham_in_slices,turkey_cooked_ham_in_slices,accepted_auto,high,manual_curated_round41,manual_curated_round41:turkey_cooked_ham_in_slices,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_006_ingredient_003,recipes_v1_2_round41_manual_006,3,70 g Egg,Egg,egg,70,g,70,70.0,protein,egg_raw,0,1,,food_egg_raw,egg_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:egg_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_006_ingredient_004,recipes_v1_2_round41_manual_006,4,50 g Spinach,Spinach,spinach,50,g,50,50.0,veg,spinach_raw,0,1,,food_spinach_raw,spinach_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:spinach_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_006_ingredient_005,recipes_v1_2_round41_manual_006,5,80 g Tomato,Tomato,tomato,80,g,80,80.0,veg,tomato_raw,0,1,,food_tomato_raw,tomato_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:tomato_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_007_ingredient_001,recipes_v1_2_round41_manual_007,1,85 g Plain canned tuna drained,Plain canned tuna drained,plain_canned_tuna_drained,85,g,85,85.0,protein,tuna_plain_canned_drained,0,1,,food_tuna_plain_canned_drained,tuna_plain_canned_drained,accepted_auto,high,manual_curated_round41,manual_curated_round41:tuna_plain_canned_drained,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_007_ingredient_002,recipes_v1_2_round41_manual_007,2,90 g Wholemeal bread,Wholemeal bread,wholemeal_bread,90,g,90,90.0,carb_source,bread_wholemeal_or_integral_bread_made_with_flour_type_150,0,1,,food_bread_wholemeal_or_integral_bread_made_with_flour_type_150,bread_wholemeal_or_integral_bread_made_with_flour_type_150,accepted_auto,high,manual_curated_round41,manual_curated_round41:bread_wholemeal_or_integral_bread_made_with_flour_type_150,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_007_ingredient_003,recipes_v1_2_round41_manual_007,3,120 g Tomato,Tomato,tomato,120,g,120,120.0,veg,tomato_raw,0,1,,food_tomato_raw,tomato_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:tomato_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_007_ingredient_004,recipes_v1_2_round41_manual_007,4,70 g Greek style plain yogurt,Greek style plain yogurt,greek_style_plain_yogurt,70,g,70,70.0,dairy,yogurt_greek_style_plain,0,1,,food_yogurt_greek_style_plain,yogurt_greek_style_plain,accepted_auto,high,manual_curated_round41,manual_curated_round41:yogurt_greek_style_plain,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_008_ingredient_001,recipes_v1_2_round41_manual_008,1,120 g Cooked lentils,Cooked lentils,cooked_lentils,120,g,120,120.0,protein,lentil_boiled_cooked_in_water,0,1,,food_lentil_boiled_cooked_in_water,lentil_boiled_cooked_in_water,accepted_auto,high,manual_curated_round41,manual_curated_round41:lentil_boiled_cooked_in_water,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_008_ingredient_002,recipes_v1_2_round41_manual_008,2,70 g Egg,Egg,egg,70,g,70,70.0,protein,egg_raw,0,1,,food_egg_raw,egg_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:egg_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_008_ingredient_003,recipes_v1_2_round41_manual_008,3,120 g Cooked potato,Cooked potato,cooked_potato,120,g,120,120.0,carb_source,potato_cooked,0,1,,food_potato_cooked,potato_cooked,accepted_auto,high,manual_curated_round41,manual_curated_round41:potato_cooked,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_008_ingredient_004,recipes_v1_2_round41_manual_008,4,50 g Spinach,Spinach,spinach,50,g,50,50.0,veg,spinach_raw,0,1,,food_spinach_raw,spinach_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:spinach_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_008_ingredient_005,recipes_v1_2_round41_manual_008,5,80 g Tomato,Tomato,tomato,80,g,80,80.0,veg,tomato_raw,0,1,,food_tomato_raw,tomato_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:tomato_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_009_ingredient_001,recipes_v1_2_round41_manual_009,1,65 g Raw oats,Raw oats,raw_oats,65,g,65,65.0,carb_source,oat_raw,0,1,,food_oat_raw,oat_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:oat_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_009_ingredient_002,recipes_v1_2_round41_manual_009,2,250 g Semi skimmed milk,Semi skimmed milk,semi_skimmed_milk,250,g,250,250.0,dairy,milk_semi_skimmed_pasteurised,0,1,,food_milk_semi_skimmed_pasteurised,milk_semi_skimmed_pasteurised,accepted_auto,high,manual_curated_round41,manual_curated_round41:milk_semi_skimmed_pasteurised,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_009_ingredient_003,recipes_v1_2_round41_manual_009,3,140 g Banana,Banana,banana,140,g,140,140.0,fruit,banana_pulp_raw,0,1,,food_banana_pulp_raw,banana_pulp_raw,accepted_auto,high,manual_curated_round41,manual_curated_round41:banana_pulp_raw,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
recipes_v1_2_round41_manual_009_ingredient_004,recipes_v1_2_round41_manual_009,4,20 g Cheddar cheese,Cheddar cheese,cheddar_cheese,20,g,20,20.0,dairy,cheddar_cheese,0,1,,food_v1_2_candidate_cheddar_cheese,cheddar_cheese,accepted_auto,high,manual_curated_round41,manual_curated_round41:cheddar_cheese,accepted_auto_round41_manual_curated,manual_curated_round41_v1_2
